,lon,lat,value,radius,color,group,type
2989,121.511799,25.116292,2,1,#DDD23B,其他路段,普通重型-機車;普通輕型-機車
2990,121.497527,25.035232,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;自用-小客車
2991,121.497248,25.038548000000002,2,1,#DDD23B,其他路段,普通重型-機車;警備車-特種車
2992,121.540907,25.062325,1,1,#DDD23B,其他路段,普通重型-機車
2993,121.48315900000001,25.047259,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
2994,121.546098,25.135685000000002,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
2995,121.553679,25.048189999999998,2,1,#DDD23B,八德路,自用-小客車;普通重型-機車
2996,121.52030500000001,25.047367,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
2997,121.51866499999998,25.048322,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
2998,121.55501100000001,25.03941,6,18,#E98B2A,其他路段,普通重型-機車;自用-小客車;普通重型-機車;普通輕型-機車;普通重型-機車;普通重型-機車
2999,121.46906499999999,25.120805999999998,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3000,121.52849499999999,25.062425,2,1,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
3001,121.56073700000002,24.981716,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3002,121.571199,24.987624,3,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;普通重型-機車
3003,121.522136,25.05246,2,1,#DDD23B,南京東路,普通重型-機車;普通重型-機車
3004,121.55935900000001,24.981938,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
3005,121.54318,24.99055,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3006,121.56607,25.026137,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
3007,121.55239499999999,25.024286,2,1,#DDD23B,和平東路,自用-小客車;普通重型-機車
3008,121.54751499999999,24.996256,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
3009,121.538747,25.058070999999998,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3010,121.519209,25.032023000000002,1,1,#DDD23B,羅斯福路,普通重型-機車
3011,121.527999,25.021617000000003,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
3012,121.568371,25.027327,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3013,121.598826,25.063487,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3014,121.52536299999998,25.0863,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3015,121.548753,25.09112,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3016,121.578565,24.9979,4,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車;其他人-人
3017,121.519021,25.044266,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;其他人-人
3018,121.574852,25.062656,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3019,121.525524,25.058055,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3020,121.516361,25.107653,2,1,#DDD23B,其他路段,電動自行車-慢車;普通重型-機車
3021,121.512479,25.068784,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3022,121.53733000000001,25.058947,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3023,121.55689,25.052892,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3024,121.51158400000001,25.056957,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3025,121.55792199999999,24.981763,1,1,#DDD23B,其他路段,大型重型2(250-550C.C.)-機車
3026,121.52791299999998,25.059955,2,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用)
3027,121.550155,25.044551000000002,2,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用)
3028,121.56908999999999,25.002435000000002,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;乘客-人
3029,121.573692,24.990458,2,1,#DDD23B,其他路段,計程車-小客車;普通輕型-機車
3030,121.502349,25.034551,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
3031,121.532857,25.045285,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3032,121.53729299999999,25.011392,2,1,#DDD23B,基隆路,普通重型-機車;自用-小客車
3033,121.491626,25.121528,1,1,#DDD23B,其他路段,普通重型-機車
3034,121.540543,25.05718,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3035,121.51276599999998,25.046128,3,3,#DDD23B,中華路1段,自用-小客車;普通重型-機車;乘客-人
3036,121.549676,25.037731,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
3037,121.50762900000001,25.116131,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3038,121.50098200000001,25.044102,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3039,121.59272299999999,25.045422,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3040,121.512846,25.038764999999998,3,3,#DDD23B,其他路段,租賃車-小客車;普通重型-機車;乘客-人
3041,121.573291,25.047401999999998,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3042,121.48671100000001,25.061453,2,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用)
3043,121.564427,25.041098,2,1,#DDD23B,忠孝東路,普通重型-機車;小型輕型-機車
3044,121.559793,25.032775,2,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用)
3045,121.524181,25.047701,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3046,121.50821100000002,25.050614000000003,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3047,121.513595,25.057037,2,1,#DDD23B,其他路段,普通重型-機車;大型重型2(250-550C.C.)-機車
3048,121.54441100000001,25.081185,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3049,121.48831100000001,25.130110000000002,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3050,121.52463300000001,25.094938,2,1,#DDD23B,中正路,自用-小客車;普通重型-機車
3051,121.52530800000001,25.108729,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3052,121.53676899999999,25.062297,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3053,121.525322,25.052022,3,3,#DDD23B,南京東路,計程車-小客車;普通重型-機車;乘客-人
3054,121.49633200000001,25.143678,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3055,121.51126200000002,25.110521,2,1,#DDD23B,承德路,自用-小貨車(含客、貨兩用);普通重型-機車
3056,121.541494,25.046961,2,1,#DDD23B,八德路,普通重型-機車;普通重型-機車
3057,121.558371,24.981296,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3058,121.55176200000001,25.001772,2,1,#DDD23B,興隆路,自用-小客車;普通輕型-機車
3059,121.527566,25.094192,3,3,#DDD23B,中正路,普通重型-機車;普通輕型-機車;乘客-人
3060,121.51528,25.115288,1,1,#DDD23B,其他路段,普通重型-機車
3061,121.502024,25.039046,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3062,121.620607,25.074947,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
3063,121.550221,25.022425,2,1,#DDD23B,基隆路,普通重型-機車;普通重型-機車
3064,121.520063,25.075176000000003,3,3,#DDD23B,承德橋,自用-小客車;普通重型-機車;租賃車-小客車
3065,121.554511,25.041396,3,3,#DDD23B,忠孝東路,普通重型-機車;普通重型-機車;乘客-人
3066,121.536875,24.99813,2,1,#DDD23B,羅斯福路,自用-小客車;普通重型-機車
3067,121.499678,25.130198999999998,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3068,121.55673999999999,25.044795999999998,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3069,121.528295,25.028556,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
3070,121.552908,25.041539999999998,4,5,#DDD23B,忠孝東路,計程車-小客車;普通重型-機車;普通重型-機車;乘客-人
3071,121.562679,24.989681,3,3,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車
3072,121.523801,25.0257,4,5,#DDD23B,羅斯福路,普通重型-機車;自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用)
3073,121.527697,25.068037,3,3,#DDD23B,民族東路,腳踏自行車-慢車;普通重型-機車;乘客-人
3074,121.512548,25.049578,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3075,121.592129,25.03905,1,1,#DDD23B,其他路段,普通重型-機車
3076,121.51038999999999,25.111267,3,3,#DDD23B,承德路,普通重型-機車;自用-小客車;乘客-人
3077,121.52283,25.055039,2,1,#DDD23B,其他路段,計程車-小客車;普通輕型-機車
3078,121.52811100000001,25.050416000000002,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3079,121.51860400000001,25.03183,2,1,#DDD23B,羅斯福路,普通重型-機車;普通重型-機車
3080,121.579201,25.055524,2,1,#DDD23B,南京東路,普通重型-機車;普通重型-機車
3081,121.527801,25.140698,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3082,121.53750900000001,25.04476,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3083,121.536693,25.057804,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3084,121.5595,25.020386,2,1,#DDD23B,和平東路,自用-小客車;普通重型-機車
3085,121.49153899999999,25.028493,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3086,121.509244,25.086825,3,3,#DDD23B,中正路,普通重型-機車;普通重型-機車;普通重型-機車
3087,121.497579,25.135877,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
3088,121.502622,25.045717,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3089,121.50894299999999,25.045945,3,3,#DDD23B,中華路1段,普通重型-機車;計程車-小客車;乘客-人
3090,121.55176999999999,24.999672,2,1,#DDD23B,興隆路,普通重型-機車;自用-小客車
3091,121.60132800000001,25.074579999999997,1,1,#DDD23B,其他路段,普通重型-機車
3092,121.57723200000001,25.051442,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
3093,121.51178700000001,25.083787,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3094,121.563468,25.013060999999997,1,1,#DDD23B,和平東路,普通重型-機車
3095,121.570872,25.086516,1,1,#DDD23B,其他路段,普通重型-機車
3096,121.565546,25.037902,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3097,121.507291,25.047612,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3098,121.50958700000001,25.116311,2,1,#DDD23B,其他路段,普通輕型-機車;行人-人
3099,121.549407,25.085912,1,1,#DDD23B,其他路段,普通重型-機車
3100,121.49481999999999,25.028043,1,1,#DDD23B,西園路2段,普通重型-機車
3101,121.554119,25.044293,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3102,121.564218,25.048853,3,3,#DDD23B,八德路,普通重型-機車;普通重型-機車;自用-小客車
3103,121.566051,25.035815,2,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
3104,121.497227,25.136031,1,1,#DDD23B,其他路段,普通重型-機車
3105,121.53173000000001,25.061963000000002,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3106,121.499642,25.130216,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3107,121.536975,25.044594,1,1,#DDD23B,其他路段,普通重型-機車
3108,121.501805,25.133254,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;乘客-人
3109,121.538048,25.037994,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3110,121.56609099999999,25.050151,2,1,#DDD23B,南京東路,自用-小客車;普通重型-機車
3111,121.53685300000001,25.118204000000002,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3112,121.61723400000001,25.067398999999998,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3113,121.558081,25.049229,3,3,#DDD23B,其他路段,租賃車-小客車;普通重型-機車;普通重型-機車
3114,121.530914,25.110451,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3115,121.55816000000002,25.006027,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3116,121.521654,25.038883,1,1,#DDD23B,其他路段,普通重型-機車
3117,121.530868,25.096607000000002,2,1,#DDD23B,中正路,自用-小客車;大型重型1(550C.C.以上)-機車
3118,121.582811,25.045329000000002,2,1,#DDD23B,忠孝東路,租賃車-小客車;普通重型-機車
3119,121.554371,25.032372,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3120,121.510023,25.053791,2,1,#DDD23B,南京西路,普通重型-機車;營業用-小貨車(含客、貨兩用)
3121,121.56756599999999,25.035802,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3122,121.51751599999999,25.038027,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
3123,121.48046000000001,25.136142,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3124,121.525603,25.084088,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
3125,121.52896399999999,25.062518,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3126,121.537522,25.098072,2,1,#DDD23B,至善路1段,計程車-小客車;普通重型-機車
3127,121.54919299999999,25.035611,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3128,121.52106699999999,25.117175,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
3129,121.545399,25.060465,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3130,121.52816499999999,25.101494,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
3131,121.57598200000001,25.04755,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3132,121.57855900000001,25.066597,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3133,121.57068400000001,24.988889999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3134,121.54636299999999,25.019702,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
3135,121.48671100000001,25.061453,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
3136,121.53043999999998,25.040308,2,1,#DDD23B,其他路段,腳踏自行車-慢車;普通重型-機車
3137,121.531747,25.0648,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3138,121.526044,25.047553,4,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人;乘客-人
3139,121.54298700000001,25.039032000000002,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3140,121.534554,25.034582999999998,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3141,121.57828400000001,25.066737,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3142,121.570315,25.082366,4,5,#DDD23B,內湖路1段,普通重型-機車;普通重型-機車;乘客-人;乘客-人
3143,121.511882,25.052056,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3144,121.522756,25.058728,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3145,121.51543500000001,25.090446,3,3,#DDD23B,其他路段,營業用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
3146,121.549034,25.033497,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3147,121.52283999999999,25.049554999999998,2,1,#DDD23B,其他路段,普通重型-機車;大型重型2(250-550C.C.)-機車
3148,121.51853100000001,25.069719,2,1,#DDD23B,承德路,自用-小客車;普通重型-機車
3149,121.562751,24.985145000000003,3,3,#DDD23B,興隆路,普通重型-機車;普通重型-機車;乘客-人
3150,121.620754,25.041099,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3151,121.52723300000001,25.033454000000003,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
3152,121.507426,25.112385,2,1,#DDD23B,承德路,普通重型-機車;普通重型-機車
3153,121.52004099999999,25.118648999999998,2,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用)
3154,121.468804,25.126354,2,1,#DDD23B,其他路段,自用-小客車;大型重型1(550C.C.以上)-機車
3155,121.491427,25.032022,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3156,121.520155,25.096404,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3157,121.511422,25.082484,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3158,121.544315,25.058954999999997,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3159,121.50032399999999,25.026155,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3160,121.471399,25.122761999999998,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
3161,121.51364,25.052283,2,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用)
3162,121.52215100000001,25.11365,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3163,121.563826,25.026726,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
3164,121.537256,25.062473,2,1,#DDD23B,建國北路3段,普通重型-機車;普通重型-機車
3165,121.54071100000002,25.062279,1,1,#DDD23B,其他路段,普通重型-機車
3166,121.54441200000001,25.079701,1,1,#DDD23B,其他路段,普通重型-機車
3167,121.575699,25.069164,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
3168,121.586041,25.067917,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3169,121.560506,25.058711,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3170,121.578299,25.051145,4,5,#DDD23B,八德路,計程車-小客車;乘客-人;普通重型-機車;乘客-人
3171,121.539754,24.994953,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3172,121.513686,25.057,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3173,121.56318999999999,25.030206,2,1,#DDD23B,其他路段,普通重型-機車;普通輕型-機車
3174,121.530276,25.078109,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
3175,121.52788899999999,25.048254,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;乘客-人
3176,121.554255,25.021888,2,1,#DDD23B,和平東路,普通重型-機車;普通重型-機車
3177,121.614269,25.059867999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3178,121.56916100000001,24.986747,2,1,#DDD23B,其他路段,人力車-慢車;普通重型-機車
3179,121.59503799999999,25.054417,2,1,#DDD23B,其他路段,普通重型-機車;乘客-人
3180,121.527772,25.06946,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3181,121.522524,25.062767,3,3,#DDD23B,民權西路,普通重型-機車;普通重型-機車;普通重型-機車
3182,121.56846999999999,25.037148000000002,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
3183,121.513276,25.046027,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
3184,121.542336,25.054729000000002,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3185,121.533169,25.022185999999998,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3186,121.528939,25.118983,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3187,121.585978,25.068209,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3188,121.54089099999999,24.993081,2,1,#DDD23B,羅斯福路,自用-小客車;普通重型-機車
3189,121.501874,25.121457,2,1,#DDD23B,其他路段,計程車-小客車;大型重型2(250-550C.C.)-機車
3190,121.538005,25.113584,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3191,121.560915,25.030222,2,1,#DDD23B,其他路段,普通重型-機車;大型重型2(250-550C.C.)-機車
3192,121.552857,25.118954000000002,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
3193,121.55668200000001,25.026846,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3194,121.55058799999999,25.045384,2,1,#DDD23B,八德路,租賃車-小客車;普通重型-機車
3195,121.51818600000001,25.058462,2,1,#DDD23B,承德路,自用-小客車;普通重型-機車
3196,121.567503,25.079727,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3197,121.54653300000001,25.136825,2,1,#DDD23B,其他路段,遊覽車-大客車;普通重型-機車
3198,121.58094399999999,25.084571,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
3199,121.537071,25.01087,2,1,#DDD23B,基隆路,普通重型-機車;自用-小客車
3200,121.551624,25.033870999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3201,121.52208700000001,25.114981,2,1,#DDD23B,其他路段,普通重型-機車;租賃車-小客車
3202,121.56038600000001,25.036125,2,1,#DDD23B,光復南路,普通重型-機車;計程車-小客車
3203,121.518276,25.045199,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;其他人-人
3204,121.56036599999999,25.084584,1,1,#DDD23B,其他路段,普通重型-機車
3205,121.55093000000001,25.041412,3,3,#DDD23B,忠孝東路,普通重型-機車;計程車-小客車;乘客-人
3206,121.56353600000001,25.039562,3,3,#DDD23B,基隆路,普通重型-機車;普通重型-機車;自用-小客車
3207,121.586601,25.048609,2,1,#DDD23B,忠孝東路,自用-小客車;普通重型-機車
3208,121.503248,25.038073999999998,1,1,#DDD23B,其他路段,普通重型-機車
3209,121.543076,25.179854000000002,2,1,#DDD23B,其他路段,普通重型-機車;自用-大貨車
3210,121.488297,25.138385,4,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;計程車-小客車;乘客-人
3211,121.49147099999999,25.028546,3,3,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
3212,121.530557,25.131686,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
3213,121.522323,25.064958999999998,1,1,#DDD23B,其他路段,普通重型-機車
3214,121.58801100000001,25.050267,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3215,121.505591,25.118312,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3216,121.51338799999999,25.089038000000002,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3217,121.58777099999999,25.067674,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3218,121.530084,25.05199,1,1,#DDD23B,南京東路,普通重型-機車
3219,121.53300300000001,25.038645000000002,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3220,121.593874,25.060945999999998,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
3221,121.567356,25.042763,2,1,#DDD23B,忠孝東路,普通重型-機車;普通重型-機車
3222,121.553407,25.000087,2,1,#DDD23B,興隆路,普通重型-機車;行人-人
3223,121.56355,25.011582,1,1,#DDD23B,和平東路,普通重型-機車
3224,121.507586,25.048526000000003,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;行人-人
3225,121.516052,25.06243,2,1,#DDD23B,民權西路,自用-小客車;普通重型-機車
3226,121.534341,25.022091,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3227,121.607824,25.072344,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
3228,121.584042,25.038248,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3229,121.52391599999999,25.094687,2,1,#DDD23B,中正路,計程車-小客車;普通重型-機車
3230,121.523288,25.02725,2,1,#DDD23B,和平東路,自用-小貨車(含客、貨兩用);普通重型-機車
3231,121.59173899999999,25.060039,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3232,121.541711,25.037713,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
3233,121.51621399999999,25.107452,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3234,121.487407,25.078788,2,1,#DDD23B,承德路,自用-小貨車(含客、貨兩用);普通重型-機車
3235,121.46863,25.123542,2,1,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
3236,121.553118,25.014332999999997,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3237,121.54249899999999,25.054617,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
3238,121.50278700000001,25.121928,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3239,121.5557,25.027045,3,3,#DDD23B,基隆路,普通重型-機車;普通重型-機車;普通重型-機車
3240,121.55568799999999,25.027062,1,1,#DDD23B,基隆路,普通重型-機車
3241,121.57483700000002,25.073543,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3242,121.58751299999999,25.053135,1,1,#DDD23B,其他路段,普通重型-機車
3243,121.597916,25.060515,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3244,121.62283799999999,25.039078,3,3,#DDD23B,其他路段,普通重型-機車;自用-大貨車;乘客-人
3245,121.50112,25.034602,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
3246,121.544835,24.995689000000002,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3247,121.543523,25.051667000000002,2,1,#DDD23B,南京東路,其他車-其他車;普通重型-機車
3248,121.543481,25.066066,2,1,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
3249,121.601875,25.084085,3,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;乘客-人
3250,121.53129799999999,25.054884,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
3251,121.51511599999999,25.107152,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3252,121.55766200000001,25.038122,2,1,#DDD23B,其他路段,普通重型-機車;租賃車-小客車
3253,121.53336100000001,25.068227,2,1,#DDD23B,建國北路3段,普通重型-機車;自用-小客車
3254,121.517528,25.117596,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
3255,121.469555,25.122915,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3256,121.50481599999999,25.120014,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3257,121.559227,25.048304,2,1,#DDD23B,八德路,普通重型-機車;普通重型-機車
3258,121.576392,25.069717999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3259,121.567024,25.041078,3,3,#DDD23B,忠孝東路,自用-小客車;普通重型-機車;自用-小客車
3260,121.51971,25.045545,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3261,121.55046000000002,25.029915,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
3262,121.499858,25.038291,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3263,121.522301,25.080187,2,1,#DDD23B,承德路,普通重型-機車;自用-小客車
3264,121.51501,25.043402,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
3265,121.529257,25.022471,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
3266,121.521174,25.077977,2,1,#DDD23B,承德橋,普通重型-機車;腳踏自行車-慢車
3267,121.53277,25.033499,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3268,121.574475,25.037822,3,3,#DDD23B,其他路段,小型輕型-機車;自用-小客車;乘客-人
3269,121.49995700000001,25.033364000000002,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
3270,121.55469099999999,25.022456,2,1,#DDD23B,和平東路,自用-小客車;普通重型-機車
3271,121.493571,25.036241,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;行人-人
3272,121.54601299999999,25.028775,2,1,#DDD23B,其他路段,普通輕型-機車;自用-小客車
3273,121.51016899999999,25.057018,2,1,#DDD23B,其他路段,大型重型2(250-550C.C.)-機車;普通重型-機車
3274,121.50343500000001,25.131741,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
3275,121.57348200000001,24.997179,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
3276,121.46666299999998,25.123097,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
