,lon,lat,value,radius
112832,121.536929,25.04484,2,9
112835,121.61466000000001,25.053073,2,9
112901,121.54023500000001,25.102141,3,27
112927,121.58116399999999,25.043011,2,9
112936,121.58926799999999,25.049069,2,9
112947,121.540103,25.129801,2,9
113001,121.511495,25.052072,3,27
113013,121.567637,25.004935999999997,3,27
113027,121.542336,25.044786,2,9
113033,121.52904699999999,25.061339999999998,2,9
113034,121.531975,25.015273999999998,2,9
113066,121.566259,25.03298,2,9
113069,121.564177,25.039198000000003,2,9
113072,121.55555700000001,25.057524,2,9
113081,121.60854499999999,25.074668,3,27
113089,121.508619,25.136162,1,3
113124,121.565522,25.037025,2,9
113169,121.55908400000001,24.993542,2,9
113180,121.527608,25.088866,3,27
113276,121.525524,25.058055,2,9
113284,121.527892,25.036548,3,27
113302,121.49712,25.039742,2,9
113332,121.555399,25.023209,2,9
113339,121.602473,25.064951,2,9
113368,121.541895,25.057575,3,27
113408,121.50756000000001,25.048719000000002,2,9
113418,121.54261699999999,25.119313000000002,3,27
113496,121.492795,25.023322,3,27
113519,121.509827,25.115199,2,9
113545,121.54383999999999,25.024831,3,27
113564,121.533891,25.014969,3,27
113569,121.49244399999999,25.032604,2,9
113589,121.511449,25.061383,3,27
113630,121.558477,25.049354,2,9
113640,121.500548,25.031620999999998,2,9
113677,121.49371599999999,25.021041,2,9
113686,121.50985800000001,25.080025,3,27
113699,121.538983,25.079019,2,9
113716,121.55248200000001,25.048232000000002,2,9
113722,121.54798000000001,25.038001,2,9
113757,121.50668300000001,25.035529,2,9
113785,121.518279,25.067063,3,27
113795,121.50948600000001,25.090761999999998,4,81
113809,121.55812,25.006079,2,9
113811,121.548753,25.09112,3,27
113827,121.507774,25.037124,1,3
113844,121.55431999999999,25.041994,2,9
113849,121.50498799999998,25.049769,3,27
113850,121.55296899999999,25.040779999999998,2,9
113855,121.514996,25.044581,2,9
113871,121.54398400000001,24.988664,3,27
113875,121.56360500000001,25.028046,1,3
113903,121.566052,25.047764,2,9
113940,121.50184499999999,25.093662,3,27
113946,121.56738899999999,25.045807,2,9
113956,121.568063,25.085955,2,9
114041,121.500207,25.128766,2,9
114055,121.50873700000001,25.128442,2,9
114068,121.52348400000001,25.118803,2,9
114086,121.51971699999999,25.057544,2,9
114094,121.587897,25.054584,4,81
114106,121.523397,25.120718,2,9
114118,121.49600500000001,25.13654,2,9
114157,121.54418999999999,25.05334,3,27
114161,121.582229,25.068970999999998,2,9
114177,121.509927,25.040210000000002,3,27
114229,121.56288899999998,25.047334,3,27
114292,121.53811,25.068216,3,27
114324,121.499343,25.035379000000002,3,27
114360,121.57020700000001,25.045605,3,27
114382,121.610638,25.066589,3,27
114388,121.56931599999999,25.080734,3,27
114419,121.55216200000001,24.997387,3,27
114447,121.521302,25.07919,2,9
114465,121.513309,25.045204000000002,2,9
114473,121.535531,25.067229,2,9
114477,121.571129,24.991702,2,9
114487,121.563872,24.983229,2,9
114503,121.51318700000002,25.042336,3,27
114504,121.50695800000001,25.026598999999997,2,9
114540,121.50894299999999,25.045945,2,9
114553,121.51823200000001,25.062987,2,9
114560,121.548709,25.000636,2,9
114563,121.49754399999999,25.03525,2,9
114583,121.55116899999999,25.037912,2,9
114592,121.493214,25.033094000000002,2,9
114618,121.516567,25.025113,3,27
114621,121.564982,24.982703,2,9
114631,121.52251100000001,25.062897,2,9
114646,121.614046,25.069485,2,9
114672,121.516434,25.025706,2,9
114696,121.58268000000001,25.051674,4,81
114706,121.568991,24.983516,2,9
114722,121.52501799999999,25.026906,3,27
114732,121.580697,25.077057999999997,2,9
114745,121.502696,25.121403,2,9
114769,121.52131599999998,25.104514,2,9
114790,121.56705500000001,25.002171,5,243
114801,121.51097299999999,25.036115,2,9
114806,121.57535,25.040945,2,9
114820,121.491374,25.028472,2,9
114893,121.52879899999999,25.118391,3,27
114895,121.538312,25.043808,2,9
114910,121.553397,25.058158,2,9
114917,121.55255700000001,25.051761,2,9
114926,121.552705,25.051739,4,81
114931,121.526276,25.028873,3,27
114961,121.57601100000001,25.049167999999998,3,27
114968,121.50063600000001,25.113189000000002,2,9
114983,121.571125,24.997313000000002,2,9
114986,121.55854,25.083691,2,9
115014,121.565513,25.084941,3,27
115020,121.554998,25.040142000000003,3,27
115026,121.528493,25.039409,2,9
115069,121.508376,25.063536,2,9
115102,121.55628600000001,25.044514000000003,2,9
115137,121.568727,25.066589,2,9
115207,121.462377,25.123033,2,9
115242,121.59228,25.078834,2,9
115244,121.58361299999999,25.077137,2,9
115286,121.53223500000001,25.015048999999998,4,81
115295,121.512672,25.037482,1,3
115306,121.528819,25.04316,3,27
115307,121.550179,24.987417999999998,2,9
115315,121.56733100000001,24.98331,2,9
115325,121.559498,25.033027,2,9
115341,121.531554,25.026248000000002,3,27
115352,121.501277,25.090434,2,9
115355,121.51104199999999,25.053835999999997,2,9
115376,121.55170700000001,25.033009,2,9
115391,121.53958,24.990011,2,9
115395,121.577896,25.040915,2,9
115413,121.519604,25.045685,2,9
115424,121.57066499999999,25.040758,2,9
115438,121.523693,25.098448,2,9
115447,121.4714,25.122766,2,9
115479,121.532716,25.141937,2,9
115501,121.506648,25.04991,1,3
115523,121.54858899999999,25.061809,2,9
115524,121.596194,25.08138,2,9
115530,121.54485,25.057843,2,9
115544,121.50006200000001,25.029173,2,9
115557,121.502798,25.121881,3,27
115583,121.52395200000001,25.027181,1,3
115587,121.470649,25.125865,2,9
115591,121.528347,25.077766,2,9
115602,121.52139199999999,25.084739000000003,2,9
115609,121.57717199999999,24.987393,2,9
115628,121.531751,25.014571,2,9
115651,121.571129,24.991702,2,9
115664,121.565679,25.027922,2,9
115666,121.49968899999999,25.112354,1,3
115678,121.51486000000001,25.049155,2,9
115748,121.499827,25.120936,2,9
115810,121.550068,25.113156,2,9
115831,121.51943100000001,25.068386,2,9
115837,121.607491,25.071326000000003,2,9
115847,121.558522,25.082105,2,9
115881,121.53798,25.047337,2,9
115900,121.55858799999999,24.984348,2,9
115909,121.537552,25.098098,2,9
115926,121.54933799999999,25.031332,2,9
115933,121.61591999999999,25.067256,2,9
115934,121.53023700000001,25.041119000000002,2,9
115937,121.562349,25.037505,1,3
115963,121.577101,25.075904,2,9
115971,121.50090800000001,25.039838,2,9
115982,121.548996,25.028069,2,9
115997,121.51696000000001,25.027033,2,9
115998,121.579502,25.050345,2,9
116037,121.57750300000001,25.07479,2,9
116052,121.535023,25.064258,2,9
116082,121.5779,25.042174,2,9
116100,121.545225,25.041517000000002,4,81
116106,121.53848400000001,25.060163,2,9
116197,121.50052,25.033023,1,3
116203,121.537306,25.0398,3,27
116208,121.501798,25.038384,2,9
116210,121.557542,25.035087,2,9
116219,121.56558799999999,25.043606,3,27
116229,121.590925,25.068839999999998,2,9
116244,121.551125,25.061188,2,9
116252,121.569042,25.058415,2,9
116322,121.521014,25.060338,2,9
116328,121.616883,25.055151000000002,2,9
116341,121.516446,25.090922,3,27
116355,121.52162299999999,25.027984,2,9
116369,121.547964,25.038006,3,27
116370,121.52501799999999,25.093669000000002,2,9
116373,121.489352,25.127457999999997,2,9
116395,121.532549,25.014870000000002,2,9
116400,121.529451,25.046284,2,9
116415,121.55100800000001,25.061448000000002,2,9
116439,121.55668200000001,25.026854,2,9
116447,121.506736,25.119467999999998,3,27
116452,121.526104,25.054904,2,9
116456,121.522256,25.114019,2,9
116457,121.497456,25.136267,3,27
116463,121.56378400000001,25.049971,2,9
116475,121.55488400000002,24.985771,2,9
116519,121.575891,25.079655,2,9
116540,121.49991200000001,25.029332,3,27
116541,121.517963,25.026664,2,9
116546,121.591349,25.060644,2,9
116579,121.52803700000001,25.095720999999998,2,9
116592,121.538227,24.995004,2,9
116618,121.568353,25.082310999999997,1,3
116652,121.531779,25.101748999999998,2,9
116655,121.563224,25.076967,2,9
116664,121.54603999999999,25.045782,2,9
116670,121.55334199999999,25.077157,3,27
116673,121.57569199999999,24.99956,2,9
116676,121.540174,25.04842,2,9
116689,121.52831499999999,25.104522,2,9
116698,121.501951,25.039882000000002,2,9
116714,121.52956599999999,25.017144000000002,2,9
116715,121.61949299999999,25.069571,2,9
116728,121.61249199999999,25.033439,2,9
116735,121.586526,25.074131,2,9
116761,121.53183,25.015414,4,81
116763,121.57543600000001,25.076076999999998,2,9
116769,121.536433,25.058410000000002,3,27
116811,121.565498,25.034001,2,9
116816,121.50095800000001,25.044310999999997,2,9
116821,121.55729099999999,25.03738,2,9
116834,121.544394,25.064327,2,9
116844,121.540824,25.001452,2,9
116847,121.52223700000002,25.123089,2,9
116860,121.56872800000001,25.0566,2,9
116893,121.52359299999999,25.049198999999998,2,9
116898,121.562373,25.040221,3,27
116907,121.54247,25.015935,1,3
116926,121.55656599999999,25.031616,2,9
116940,121.537481,25.00992,2,9
116946,121.55457,25.035577,3,27
116950,121.56627399999999,24.997812,1,3
116988,121.57563999999999,24.999588,2,9
117007,121.55088500000001,25.038005,3,27
117015,121.529844,25.033136,2,9
117027,121.522403,25.063257999999998,2,9
117029,121.56695,25.086434,2,9
117046,121.51049599999999,25.042216,3,27
117072,121.501333,25.12333,2,9
117076,121.564893,25.048944,2,9
117096,121.49733400000001,25.13213,2,9
117111,121.529477,25.01959,2,9
117117,121.608375,25.070339,2,9
117132,121.594024,24.996361,3,27
117145,121.571808,25.079967,3,27
117154,121.55199099999999,25.020914,2,9
117173,121.532137,25.038299,2,9
117177,121.582247,25.067626999999998,2,9
117183,121.52556100000001,25.060305,2,9
117184,121.51030300000001,25.11195,2,9
117185,121.48948999999999,25.14055,1,3
