,lon,lat,hurt,radius,color,group,type
0,121.528751,25.046837,2,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車;其他人-人
1,121.55479,25.000895,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
2,121.52833799999999,25.077985,1,1,#DDD23B,其他路段,普通重型-機車
3,121.549637,25.051919,2,3,#DDD23B,南京東西路,計程車-小客車;普通重型-機車;其他人-人
4,121.496058,25.136444,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5,121.544127,25.033562,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
6,121.53313100000001,25.045912,1,1,#DDD23B,松江路,其他車-其他車;普通重型-機車
7,121.57085900000001,25.046263,1,1,#DDD23B,基隆路1、3段,其他車-其他車;普通重型-機車
8,121.57996000000001,25.050304,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
9,121.549159,25.033023999999997,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
10,121.52412199999999,25.048074,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
11,121.558283,25.018262,2,3,#DDD23B,和平東路1、2、3段,普通重型-機車;自用-小客車;普通重型-機車
12,121.52267900000001,25.061574,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
13,121.50343500000001,25.02962,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
14,121.513949,25.049488,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
15,121.567559,25.144373,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
16,121.537645,25.100663,1,1,#DDD23B,其他路段,普通重型-機車;遊覽車-大客車
17,121.54593,25.039873,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
18,121.502004,25.141172,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
19,121.549159,25.033023999999997,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
20,121.520816,25.02961,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
21,121.51558100000001,25.029792999999998,1,1,#DDD23B,其他路段,拖車(架)-其他車;普通重型-機車
22,121.515469,25.115320999999998,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
23,121.55773300000001,25.085694,2,3,#DDD23B,內湖路1段,遊覽車-大客車;自用-小客車;普通重型-機車
24,121.52388700000002,25.058208999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
25,121.52291699999999,25.105262,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
26,121.50061299999999,25.032741,2,3,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
27,121.539497,24.999988000000002,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
28,121.60288,25.074192,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
29,121.53690700000001,25.001988,2,3,#DDD23B,其他路段,普通重型-機車;普通輕型-機車
30,121.53818600000001,25.03323,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;其他人-人
31,121.56925,25.049637,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
32,121.536119,25.117829,2,3,#DDD23B,其他路段,普通重型-機車;普通輕型-機車;普通輕型-機車
33,121.53713700000002,25.046429999999997,1,1,#DDD23B,其他路段,其他車-其他車;普通重型-機車
34,121.61488,25.068320999999997,1,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
35,121.57288999999999,25.064695999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
36,121.513966,25.080801,3,5,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車;乘客-人
37,121.56900800000001,25.025745999999998,1,1,#DDD23B,其他路段,普通重型-機車
38,121.509619,25.112579999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
39,121.56803400000001,25.051845999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
40,121.547058,24.99943,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車;計程車-小客車
42,121.50558899999999,25.03415,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
43,121.54928500000001,25.047673,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車;其他人-人
44,121.564279,25.063275,1,1,#DDD23B,光復南北路,其他車-其他車;普通重型-機車
45,121.56882399999999,25.039501,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
46,121.57789199999999,25.071629,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
47,121.51678400000002,25.04909,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
48,121.52931799999999,25.046804,1,1,#DDD23B,其他路段,普通重型-機車
49,121.545674,25.07968,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
50,121.50859799999999,25.059172,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
51,121.58315800000001,25.068715,4,15,#E98B2A,其他路段,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
52,121.52561299999999,25.082367,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
53,121.54401599999998,25.042210999999998,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
54,121.521123,25.044195000000002,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
55,121.61543999999999,25.047775,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
56,121.527037,25.044143,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
57,121.525135,25.102125,1,1,#DDD23B,福國路,自用-小客車;普通重型-機車
58,121.53048999999999,25.058115,1,1,#DDD23B,其他路段,普通輕型-機車
59,121.566401,25.043552,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
60,121.59596599999999,25.049879999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
61,121.509197,25.047844,1,1,#DDD23B,中華路1段,計程車-小客車;普通重型-機車
62,121.53551499999999,25.042214,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
63,121.52283100000001,25.052609,1,1,#DDD23B,南京東西路,自用-小客車;普通重型-機車
64,121.578356,25.078651999999998,1,1,#DDD23B,內湖路1段,自用-小客車;普通重型-機車
65,121.530348,25.043935,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
66,121.562845,25.027944,1,1,#DDD23B,其他路段,普通重型-機車;其他人-人
67,121.50854,25.057514,2,3,#DDD23B,其他路段,普通輕型-機車;行人-人
68,121.575543,25.044518,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
69,121.571952,24.995318,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
70,121.59596599999999,25.049879999999998,2,3,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
71,121.52984599999999,25.019424,2,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;普通重型-機車
72,121.510769,25.027224,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
74,121.569428,25.048983,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車;普通重型-機車
75,121.51183999999999,25.071379999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
76,121.523152,25.054866,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
77,121.525135,25.102125,2,3,#DDD23B,福國路,普通重型-機車;普通重型-機車
78,121.53936599999999,25.032962,2,3,#DDD23B,其他路段,腳踏自行車-慢車;普通重型-機車
79,121.52553200000001,25.104485999999998,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
80,121.50845600000001,25.086017000000002,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
81,121.526375,25.090025,1,1,#DDD23B,其他路段,普通重型-機車;動力機械-其他車
83,121.560204,24.995909,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
84,121.564279,25.063275,1,1,#DDD23B,民族東路,自用-小客車;普通重型-機車
86,121.500681,25.027944,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
87,121.514895,25.046417,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
88,121.527037,25.044143,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
89,121.577122,25.057531,1,1,#DDD23B,其他路段,其他車-其他車;普通重型-機車
90,121.511626,25.054628,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
91,121.51548600000001,25.029689,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
92,121.524955,25.086376,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
93,121.528846,25.047801,1,1,#DDD23B,其他路段,普通重型-機車
94,121.52801399999998,25.062951,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
95,121.57113400000001,25.036442,1,1,#DDD23B,其他路段,普通輕型-機車;計程車-小客車;其他人-人
96,121.59421599999999,25.058471,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
97,121.58036799999999,25.051964,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
98,121.51548000000001,25.090881,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
100,121.577524,25.050227,1,1,#DDD23B,八德路3、4段,普通重型-機車;普通重型-機車
101,121.573967,25.080338,1,1,#DDD23B,內湖路1段,自用-小客車;普通輕型-機車;自用-小客車
102,121.607339,25.05467,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
103,121.512254,25.0513,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
104,121.523358,25.068299,1,1,#DDD23B,民族東路,普通重型-機車;普通輕型-機車
105,121.49637,25.136313,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
106,121.49809499999999,25.094463,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
107,121.537324,24.995059,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
108,121.539359,24.990743,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
109,121.540623,25.013742999999998,1,1,#DDD23B,其他路段,其他車-其他車;普通重型-機車
110,121.539773,25.097169,1,1,#DDD23B,福林路,自用-小客車;普通重型-機車
111,121.592946,25.066371,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
112,121.51799999999999,25.059387,2,3,#DDD23B,其他路段,行人-人;普通重型-機車
113,121.528098,25.035741,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
114,121.51111999999999,25.0469,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
115,121.54303600000001,25.054463000000002,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
116,121.564753,25.049177,1,1,#DDD23B,八德路3、4段,計程車-小客車;普通重型-機車
117,121.516396,25.10656,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;自用-小貨車;其他車-其他車;普通重型-機車
118,121.521754,25.026785999999998,1,1,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
119,121.61486699999999,25.046372,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
120,121.54421299999998,25.038270999999998,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
122,121.58100300000001,25.04342,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
123,121.493853,25.135947,2,3,#DDD23B,其他路段,大型重型2-機車;普通重型-機車
124,121.52553799999998,25.086369,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
125,121.569725,25.002175,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
126,121.57665,25.07486,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
127,121.51058300000001,25.04736,1,1,#DDD23B,中華路1段,自用-小客車;普通重型-機車
128,121.55014399999999,25.048929,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
129,121.550174,24.986760999999998,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
130,121.51858100000001,25.066593,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
131,121.49534399999999,25.028945999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
132,121.54545800000001,25.078665,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
133,121.57194399999999,25.079564,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
134,121.51211699999999,25.086130999999998,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
135,121.57073600000001,24.985551,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
136,121.577802,25.079760999999998,1,1,#DDD23B,內湖路1段,自用-小貨車;普通重型-機車;自用-小客車
137,121.508422,25.112725,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
138,121.52518300000001,25.062514999999998,2,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車;普通重型-機車
139,121.490452,25.142198999999998,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
140,121.523647,25.079999,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
141,121.567544,25.043393,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
142,121.565597,25.026446,1,1,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
143,121.587965,25.069277,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
144,121.569428,25.048983,1,1,#DDD23B,基隆路1、3段,普通重型-機車;普通重型-機車;普通重型-機車
145,121.505044,25.047889,2,3,#DDD23B,其他路段,其他車-其他車;普通重型-機車;行人-人
146,121.513199,25.052012,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
147,121.56739099999999,25.045573,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
148,121.61999499999999,25.054863,2,3,#DDD23B,其他路段,普通輕型-機車;普通重型-機車;普通重型-機車
149,121.611092,25.076684,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
150,121.535319,25.025713,1,1,#DDD23B,和平東路1、2、3段,其他車-其他車;普通重型-機車
151,121.537246,25.009687,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
152,121.510023,25.114025,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車
154,121.52283100000001,25.052609,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
155,121.51917399999999,25.038256,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
156,121.573652,25.050324,2,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;普通重型-機車
157,121.56726599999999,25.042815,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
158,121.58775700000001,25.073682,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
159,121.57496299999998,25.086231,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車
160,121.548441,25.053342999999998,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
161,121.59051799999999,25.081054,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
162,121.522907,25.026823999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
163,121.577335,25.071895,1,1,#DDD23B,其他路段,其他車-其他車;普通重型-機車
164,121.54628899999999,25.043239,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
165,121.537525,25.050363,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
166,121.52553799999998,25.086369,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
167,121.579536,25.068942,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
168,121.531775,25.105988,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
169,121.546104,25.081424,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
170,121.555347,25.086179,2,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;普通重型-機車
171,121.57230600000001,25.050214999999998,1,1,#DDD23B,塔悠路,遊覽車-大客車;普通重型-機車
172,121.58906100000002,25.078865,1,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
173,121.52833799999999,25.077985,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
174,121.569428,25.048983,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
175,121.558773,24.981733,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
176,121.51678400000002,25.04909,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
177,121.51944499999999,25.026354,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
178,121.522921,25.062953,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
179,121.51548000000001,25.090881,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
180,121.51616100000001,25.038567,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;其他人-人
181,121.52493500000001,25.050008,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
182,121.60715900000001,25.058325,2,3,#DDD23B,其他路段,行人-人;普通重型-機車
183,121.55978600000002,24.995815,1,1,#DDD23B,其他路段,普通重型-機車;行人-人;普通重型-機車
184,121.58238899999999,25.061183,1,1,#DDD23B,其他路段,普通重型-機車
185,121.51730900000001,25.102789,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;其他人-人
186,121.51884,25.067363,3,5,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車
187,121.509743,25.111495,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
188,121.502251,25.040620999999998,2,3,#DDD23B,其他路段,其他車-其他車;普通重型-機車;普通重型-機車
189,121.601373,25.084116,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
190,121.56876399999999,25.040741,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
191,121.59336299999998,25.046676,2,3,#DDD23B,其他路段,行人-人;普通重型-機車
192,121.54026599999999,24.999907999999998,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
193,121.57006499999999,25.050048999999998,1,1,#DDD23B,其他路段,普通輕型-機車;自用-小客車
194,121.604802,25.054701,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
195,121.523647,25.079999,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車
196,121.520816,25.02961,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
197,121.587624,25.041819,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
198,121.51111999999999,25.0469,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
199,121.52412199999999,25.048074,1,1,#DDD23B,民族東路,計程車-小客車;普通重型-機車
200,121.58506899999999,25.084146,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
201,121.513949,25.049488,1,1,#DDD23B,其他路段,民營客運-大客車;普通重型-機車
202,121.523358,25.044426,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
203,121.54371499999999,25.047767999999998,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
204,121.55304,25.024194,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
205,121.523358,25.044426,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
206,121.509619,25.112579999999998,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
207,121.509876,25.112909,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
208,121.509876,25.112909,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
209,121.52553799999998,25.086369,2,3,#DDD23B,福國路,普通輕型-機車;普通重型-機車;普通重型-機車
210,121.509619,25.112579999999998,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
211,121.510023,25.114025,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
212,121.53551499999999,25.042214,3,5,#DDD23B,其他路段,普通重型-機車;其他人-人;其他人-人
213,121.509619,25.112579999999998,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
214,121.51073500000001,25.110443,2,3,#DDD23B,其他路段,普通重型-機車;其他人-人
215,121.60479199999999,25.052364,1,1,#DDD23B,其他路段,營業用-大貨車;普通重型-機車
216,121.553398,25.043997,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
218,121.53220800000001,25.098229999999997,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
219,121.517471,25.111110999999998,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
220,121.51232399999999,25.068959,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
221,121.49852299999999,25.021778,1,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
222,121.516807,25.02531,1,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車
223,121.55763300000001,25.022133,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
224,121.568554,25.119301,1,1,#DDD23B,其他路段,普通重型-機車;農耕用車(或機械)-其他車
225,121.52091200000001,25.110498,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
226,121.513921,25.042417999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
227,121.50317,25.126749,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
228,121.515826,25.087564999999998,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
229,121.564862,25.014135999999997,1,1,#DDD23B,和平東路1、2、3段,自用-小貨車;普通輕型-機車
230,121.509514,25.072067999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
231,121.511227,25.108315,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
232,121.530603,25.095858,1,1,#DDD23B,其他路段,普通重型-機車
233,121.545773,25.135521,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
234,121.49920800000001,25.035923,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
235,121.55067,25.047545,2,3,#DDD23B,八德路3、4段,自用-小客車;普通重型-機車;普通重型-機車
236,121.51437299999999,25.053329,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
237,121.52201200000002,25.087623999999998,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車;普通重型-機車
238,121.56876399999999,25.040741,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
239,121.47322,25.131416,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
240,121.489639,25.027387,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
241,121.591074,25.040460999999997,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
242,121.574848,25.063686999999998,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
243,121.594494,25.083358999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
244,121.528398,25.138026999999997,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
245,121.56947199999999,25.022279,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
246,121.50558899999999,25.03415,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
247,121.62448400000001,25.037531,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
248,121.50769299999999,25.115907999999997,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
249,121.59811,25.055993,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
250,121.55141299999998,25.078035999999997,2,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;普通重型-機車
251,121.52610700000001,25.087502999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
252,121.517172,25.117176,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
253,121.582393,25.080145,3,5,#DDD23B,其他路段,普通重型-機車;行人-人;行人-人
254,121.58608500000001,25.045757000000002,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
255,121.562487,25.042425,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
256,121.511673,25.10246,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
257,121.524351,25.096401,1,1,#DDD23B,其他路段,其他車-其他車;普通輕型-機車
258,121.54799299999999,25.041906,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
259,121.57904099999999,25.001085999999997,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
260,121.520816,25.02961,2,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;普通重型-機車
261,121.576094,25.049685,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車
262,121.52283100000001,25.052609,2,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車
263,121.522921,25.062953,1,1,#DDD23B,其他路段,其他車-其他車;普通重型-機車
264,121.513949,25.049488,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
266,121.58091499999999,25.05744,1,1,#DDD23B,南京東西路,普通重型-機車;自用-小客車
267,121.50195900000001,25.133338000000002,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
268,121.529009,25.104544,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
269,121.517532,25.04897,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
270,121.615205,25.069089,1,1,#DDD23B,其他路段,腳踏自行車-慢車;普通輕型-機車
271,121.54933600000001,25.0329,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
272,121.50945,25.070746,1,1,#DDD23B,其他路段,大型重型1-機車;計程車-小客車
273,121.554748,25.055997,1,1,#DDD23B,光復南北路,自用-小客車;普通重型-機車;普通重型-機車
274,121.569428,25.048983,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
275,121.593378,25.083731,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
276,121.51466,25.045231,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
277,121.54371499999999,25.047767999999998,1,1,#DDD23B,民族東路,自用-小客車;普通重型-機車
278,121.54447900000001,25.065684,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
279,121.513949,25.049488,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
280,121.533176,25.044204999999998,2,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;自用-小客車;其他人-人
281,121.561952,24.988181,2,3,#DDD23B,其他路段,普通輕型-機車;腳踏自行車-慢車
282,121.51183999999999,25.071379999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
283,121.541692,24.995048,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
284,121.55372,25.022765,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
285,121.513949,25.049488,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
286,121.50079299999999,25.125154000000002,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
287,121.51704299999999,25.106392,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
288,121.57649099999999,25.071448,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
289,121.49293200000001,25.021034,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
290,121.508668,25.052112,3,5,#DDD23B,其他路段,普通輕型-機車;普通重型-機車;普通重型-機車
291,121.530603,25.095858,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
292,121.5337,25.016981,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
293,121.60416399999998,25.073219,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車
294,121.52412199999999,25.048074,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
295,121.522426,25.057731,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
296,121.58216000000002,25.056307,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車;計程車-小客車
297,121.519474,25.062602,1,1,#DDD23B,其他路段,普通輕型-機車
298,121.515395,25.049385,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
299,121.515469,25.115320999999998,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
300,121.519586,25.043966,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
301,121.526508,25.048995,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
302,121.549826,25.04804,1,1,#DDD23B,八德路3、4段,計程車-小客車;普通重型-機車;計程車-小客車
303,121.52283100000001,25.052609,1,1,#DDD23B,民族東路,普通輕型-機車;計程車-小客車
