Area,station,PM25,degree,moist
花東空品區,花蓮,16.6387199607513,14.6659941520468,62.2556069868996
花東空品區,花蓮,15.0328768594939,13.2837244666364,61.47
竹苗空品區,三義,28.2880871929505,5.78,57.61
竹苗空品區,三義,24.7000526855867,7.53,51.98
竹苗空品區,三義,27.8236463926833,8.1,52.27
竹苗空品區,三義,24.5003296456606,11.2434811366977,64.1202564664621
竹苗空品區,三義,21.0216000923796,13.05,1.32
竹苗空品區,三義,16.8123513343702,9.50872446663641,57.7759920449228
竹苗空品區,苗栗,31.6207943248089,8.87,51.25
竹苗空品區,苗栗,25.7889780739704,10.34,51.67
竹苗空品區,苗栗,26.9918993095115,11.37,45.61
竹苗空品區,苗栗,24.6601828661459,13.1034811366977,58.4102564664621
竹苗空品區,苗栗,22.1474455575975,14.7109941520468,59.4355892700088
竹苗空品區,苗栗,21.0949068875781,10.9237244666364,54.79
竹苗空品區,頭份,20.8603182861051,14.8409941520468,61.1705892700088
竹苗空品區,頭份,18.995702900406,10.7637244666364,57.16
其他,馬祖,34.2224392361111,5.5,44.53
其他,馬祖,27.5651596794114,4.92,50.51
其他,馬祖,31.822709660144,5.56,44.65
其他,馬祖,25.295823413053,11.4134811366977,55.6977738825592
其他,馬祖,22.9074592704699,9.46,53.1
其他,馬祖,21.3915653796684,9.85,54.96
,金門,41.4047806264724,7.74,27.14
,金門,36.0415377471428,8.7,35.23
,金門,38.2955203413385,9.4,38.76
,金門,28.5537585014975,11.79,53.3527738825592
,金門,24.527393107875,14.1009941520468,56.7556069868996
,金門,22.3731387792141,11.1637244666364,44.67
雲嘉南空品區,崙背,24.5551753842592,10.51,34.5
雲嘉南空品區,崙背,34.1546848513515,11.39,60.72
雲嘉南空品區,崙背,34.42420559302,12.84,46.95
雲嘉南空品區,崙背,28.1386633237642,13.9584811366977,59.5527738825592
雲嘉南空品區,崙背,26.3295907428209,15.4509941520468,58.5348076052512
雲嘉南空品區,崙背,26.8832586316611,11.7937244666364,56.19
雲嘉南空品區,斗六,43.3574068322024,10.94,52.65
雲嘉南空品區,斗六,36.796110433018,11.56,55.02
雲嘉南空品區,斗六,37.0811981506069,13.31,52
雲嘉南空品區,斗六,29.6705655458073,14.1334811366977,57.5902564664621
雲嘉南空品區,斗六,25.2915360347324,15.6,59.2148076052512
雲嘉南空品區,斗六,25.0091518250088,11.7487244666364,61.3759920449228
雲嘉南空品區,臺西,31.8107192135219,10.95,61.04
雲嘉南空品區,臺西,27.5396752112704,12.04,62.29
雲嘉南空品區,臺西,28.9799351820179,13.05,58.77
雲嘉南空品區,臺西,27.9422088367129,14.1784811366977,64.4002564664621
雲嘉南空品區,臺西,23.1653798764415,15.5509941520468,62.0248076052512
雲嘉南空品區,臺西,23.804047865537,12.1337244666364,64.0759920449228
雲嘉南空品區,麥寮,26.1666960100313,13.59,59.48
雲嘉南空品區,麥寮,25.4735611355822,11.08,55.7
雲嘉南空品區,麥寮,30.7118684306766,13.17,50.08
雲嘉南空品區,麥寮,26.3271300773718,14.4484811366977,62.4327738825592
雲嘉南空品區,麥寮,23.0694010126588,16.0759941520468,60.6948076052512
雲嘉南空品區,麥寮,23.8755269790707,13.1887244666364,61.17
高屏空品區,仁武,43.2734828340824,11.93,52.42
高屏空品區,仁武,37.0431149288713,12.68,57.71
高屏空品區,仁武,37.6634587923358,13.76,44.98
高屏空品區,仁武,28.60111693208,14.6284811366977,56.0202564664621
高屏空品區,仁武,23.9711076263265,16.3759941520468,53.9298076052512
高屏空品區,仁武,25.7054663059091,11.9387244666364,60.5609920449228
高屏空品區,前金,46.1388733858086,12.6,52.93
高屏空品區,前金,39.4878031990871,13.24,57.43
高屏空品區,前金,43.5650812602032,14.41,44.64
高屏空品區,前金,27.5905286506295,15.0084811366977,54.6802564664621
高屏空品區,前金,23.7020016295775,16.5409941520468,54.7548076052512
高屏空品區,前金,26.5039800333968,12.1337244666364,58.8109920449228
高屏空品區,前鎮,45.2052315743082,13.46,49.66
高屏空品區,前鎮,39.2347803854526,14.16,54.55
高屏空品區,前鎮,41.8513570528689,14.43,46.95
高屏空品區,前鎮,29.0276629393472,15.0184811366977,50.63
高屏空品區,前鎮,21.7758304207575,16.8009941520468,54.1898076052512
高屏空品區,前鎮,22.7902517087566,12.2437244666364,59.2209920449228
高屏空品區,大寮,49.0069437079875,12.67,55.58
高屏空品區,大寮,41.0065904811696,13.68,60.19
高屏空品區,大寮,41.87429713144,14.56,44.12
高屏空品區,大寮,26.8937841060196,15.1384811366977,53.2102564664621
高屏空品區,大寮,25.8718948939106,16.6709941520468,57.9706069868996
高屏空品區,大寮,25.2018085344396,12.1787244666364,61.7859920449228
高屏空品區,小港,46.1970245122421,13,53.47
高屏空品區,小港,44.8254598158389,14.32,55.33
高屏空品區,小港,41.7210332158159,15.65,43
高屏空品區,小港,27.9676490434396,15.4784811366977,53.2752564664621
高屏空品區,小港,25.013468359906,17.0559941520468,52.5798076052512
高屏空品區,小港,24.6084373364072,12.2087244666364,59.8609920449228
高屏空品區,左營,40.7794398598489,12.21,51.21
高屏空品區,左營,37.2049961814946,12.71,57.66
高屏空品區,左營,42.9216012424233,13.62,43.22
高屏空品區,左營,28.0582191938214,14.7534811366977,55.0052564664621
高屏空品區,左營,24.7263176950152,16.5359941520468,55.5048076052512
高屏空品區,左營,27.8723977435116,11.9987244666364,60.9309920449228
高屏空品區,林園,45.148631301434,14.24,56.92
高屏空品區,林園,39.9252849556949,14.69,59.47
高屏空品區,林園,29.2288190083526,14.51,52.68
高屏空品區,林園,27.167846185401,15.3584811366977,58.3302564664621
高屏空品區,林園,24.5652071296984,16.8059941520468,54.6648076052512
高屏空品區,林園,24.4279886387059,12.5337244666364,27.58
高屏空品區,楠梓,42.0621357892099,11.11,52.24
高屏空品區,楠梓,38.6728050246707,12.46,56
高屏空品區,楠梓,40.1210472602833,13.45,47.33
高屏空品區,楠梓,27.8853317392096,14.5684811366977,57.9602564664621
高屏空品區,楠梓,22.3236460875053,16.2859941520468,56.4098076052512
高屏空品區,楠梓,24.4241153323809,11.8037244666364,61.0009920449228
高屏空品區,橋頭,44.9456715397956,11.86,54.21
高屏空品區,橋頭,38.9327303668725,13.14,62.12
高屏空品區,橋頭,40.8791208791209,13.27,48.66
高屏空品區,橋頭,26.0822344752511,14.4434811366977,59.7252564664621
高屏空品區,橋頭,22.9323138382122,16.2559941520468,56.5548076052512
高屏空品區,橋頭,22.2052772256845,11.7337244666364,62.85
高屏空品區,美濃,39.8177011790293,12.33,63.31
高屏空品區,美濃,30.6311548305854,13.95,64.5
高屏空品區,美濃,33.7282019241623,14.36,56.12
高屏空品區,美濃,25.1675923974482,15.0834811366977,62.0302564664621
高屏空品區,美濃,22.5539834809346,16.8059941520468,54.5298076052512
高屏空品區,美濃,22.1996801384921,12.3087244666364,64.88
高屏空品區,鳳山,44.6779472482698,12.51,53.42
高屏空品區,鳳山,39.485720896921,13.17,57.94
高屏空品區,鳳山,40.6825407336898,14.68,44.4
高屏空品區,鳳山,27.7224669062865,15.0834811366977,54.7452564664621
高屏空品區,鳳山,23.4022874459894,16.8209941520468,52.2498076052512
高屏空品區,鳳山,24.8121800926546,12.1187244666364,60.2809920449228
