Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,Team
ZazaPachulia,Sviatoslav Mykhailiuk,1,2.95,21,0.15,0.4,1.3,0.25,DET
AndreDrummond,Khyri Thomas,1,9.8,22,0.95,1,0.85,0.209,DET
KhyriThomas,Andre Drummond,1,9.8,25,0.95,1,0.85,0.209,DET
ZazaPachulia,Wayne Ellington,1,7.95,31,0.2,0.8,1.4,0.1865,DET
JonasJerebko,Stephen Curry,23,16.8,30,0.3,0.85,3.25,0.402,GSW
JordanBell,Kevin Durant,20,14.65,30,0.95,0.5,3.5,0.1765,GSW
KlayThompson,Andre Iguodala,48,13.6,35,0.7,1,2.8,0.3675,GSW
KevonLooney,Klay Thompson,18,13.9,28,0.65,0.85,1.95,0.251,GSW
StephenCurry,Kevin Durant,107,26.65,30,0.75,1,5.55,0.395,GSW
KlayThompson,Stephen Curry,90,24.4,30,0.5,1.2,3.8,0.4195,GSW
QuinnCook,Jordan Bell,19,5.1,24,0.4,0.3,1.35,0.2025,GSW
KlayThompson,Jonas Jerebko,21,13.9,31,0.4,0.75,1.85,0.3845,GSW
StephenCurry,Andre Iguodala,36,16.5,35,0.6,1.1,4.2,0.385,GSW
AndreIguodala,Klay Thompson,15,13.6,28,0.7,1,2.8,0.3675,GSW
KlayThompson,Kevon Looney,32,13.9,22,0.65,0.85,1.95,0.251,GSW
AndreIguodala,Stephen Curry,26,16.5,30,0.6,1.1,4.2,0.385,GSW
KlayThompson,Shaun Livingston,31,12.75,33,0.5,0.8,2.1,0.201,GSW
KevonLooney,Alfonzo McKinnie,3,5.5,26,0.45,0.45,0.95,0.228,GSW
AlfonzoMcKinnie,Klay Thompson,7,13.1,28,0.4,0.7,1.4,0.379,GSW
KlayThompson,Kevin Durant,121,23.75,30,0.85,0.9,4.15,0.3775,GSW
KevonLooney,Stephen Curry,22,16.8,30,0.55,0.95,3.35,0.2685,GSW
KevonLooney,Kevin Durant,48,16.15,30,0.9,0.65,3.7,0.2265,GSW
KevinDurant,Stephen Curry,79,26.65,30,0.75,1,5.55,0.395,GSW
AlfonzoMcKinnie,Jonas Jerebko,8,5.5,31,0.2,0.35,0.85,0.3615,GSW
JonasJerebko,Shaun Livingston,13,5.15,33,0.3,0.45,1.55,0.1835,GSW
AndreIguodala,Jordan Bell,3,4.5,24,0.8,0.6,2.15,0.1665,GSW
ShaunLivingston,Kevon Looney,5,5.15,22,0.55,0.55,1.65,0.05,GSW
QuinnCook,Kevon Looney,4,6.6,22,0.35,0.45,1.55,0.2525,GSW
KevinDurant,Jonas Jerebko,22,16.15,31,0.65,0.55,3.6,0.36,GSW
JonasJerebko,Kevin Durant,26,16.15,30,0.65,0.55,3.6,0.36,GSW
JordanBell,Klay Thompson,6,12.4,28,0.7,0.7,1.75,0.201,GSW
KlayThompson,Draymond Green,116,14.45,28,0.85,1.25,4.65,0.3435,GSW
KlayThompson,Quinn Cook,19,14.2,25,0.3,0.7,2,0.4035,GSW
JonasJerebko,Draymond Green,14,6.85,28,0.65,0.9,4.1,0.326,GSW
StephenCurry,Draymond Green,107,17.35,28,0.75,1.35,6.05,0.361,GSW
QuinnCook,Kevin Durant,23,16.45,30,0.55,0.5,3.75,0.379,GSW
DamionLee,Stephen Curry,2,16.1,30,0.2,0.85,2.8,0.417,GSW
StephenCurry,Klay Thompson,27,24.4,28,0.5,1.2,3.8,0.4195,GSW
StephenCurry,Kevon Looney,24,16.8,22,0.55,0.95,3.35,0.2685,GSW
KevonLooney,Draymond Green,20,6.85,28,0.9,1,4.2,0.1925,GSW
StephenCurry,Jordan Bell,6,15.3,24,0.6,0.8,3.15,0.2185,GSW
AndreIguodala,Kevon Looney,10,6,22,0.75,0.75,2.35,0.2165,GSW
ShaunLivingston,Stephen Curry,10,15.65,30,0.4,0.9,3.5,0.2185,GSW
AlfonzoMcKinnie,Kevin Durant,16,15.35,30,0.65,0.5,3.15,0.3545,GSW
KevinDurant,Kevon Looney,24,16.15,22,0.9,0.65,3.7,0.2265,GSW
DraymondGreen,Stephen Curry,45,17.35,30,0.75,1.35,6.05,0.361,GSW
KevinDurant,Draymond Green,100,16.7,28,1.1,1.05,6.4,0.319,GSW
DamionLee,Shaun Livingston,6,4.45,33,0.2,0.45,1.1,0.1985,GSW
KlayThompson,Damian Jones,11,13.45,23,0.8,0.8,1.8,,GSW
KlayThompson,Jordan Bell,8,12.4,24,0.7,0.7,1.75,0.201,GSW
StephenCurry,Shaun Livingston,16,15.65,33,0.4,0.9,3.5,0.2185,GSW
AndreIguodala,Quinn Cook,7,6.3,25,0.4,0.6,2.4,0.369,GSW
StephenCurry,Damian Jones,5,16.35,23,0.7,0.9,3.2,,GSW
DamionLee,Kevon Looney,6,5.6,22,0.35,0.5,0.95,0.2485,GSW
DamionLee,Jonas Jerebko,3,5.6,31,0.1,0.4,0.85,0.382,GSW
JonasJerebko,Andre Iguodala,15,6,35,0.5,0.65,2.25,0.35,GSW
JonasJerebko,Kevon Looney,8,6.3,22,0.45,0.5,1.4,0.2335,GSW
KevonLooney,Shaun Livingston,8,5.15,33,0.55,0.55,1.65,0.05,GSW
KevinDurant,Jordan Bell,9,14.65,24,0.95,0.5,3.5,0.1765,GSW
JordanBell,Stephen Curry,8,15.3,30,0.6,0.8,3.15,0.2185,GSW
KevonLooney,Andre Iguodala,19,6,35,0.75,0.75,2.35,0.2165,GSW
JordanBell,Damion Lee,3,4.1,26,0.4,0.35,0.75,0.1985,GSW
StephenCurry,Jonas Jerebko,16,16.8,31,0.3,0.85,3.25,0.402,GSW
MarcusDerrickson,Jordan Bell,1,3.75,24,0.45,0.15,0.6,0.25,GSW
JordanBell,Jacob Evans,3,2.3,21,0.45,0.25,0.95,0.1335,GSW
KevinDurant,Andre Iguodala,37,15.85,35,0.95,0.8,4.55,0.343,GSW
QuinnCook,Shaun Livingston,4,5.45,33,0.2,0.4,1.7,0.2025,GSW
AndreIguodala,Draymond Green,25,6.55,28,0.95,1.15,5.05,0.309,GSW
QuinnCook,Andre Iguodala,14,6.3,35,0.4,0.6,2.4,0.369,GSW
StephenCurry,Alfonzo McKinnie,4,16,26,0.3,0.8,2.8,0.3965,GSW
DraymondGreen,Kevin Durant,31,16.7,30,1.1,1.05,6.4,0.319,GSW
DraymondGreen,Klay Thompson,24,14.45,28,0.85,1.25,4.65,0.3435,GSW
AndreIguodala,Kevin Durant,19,15.85,30,0.95,0.8,4.55,0.343,GSW
KevinDurant,Quinn Cook,22,16.45,25,0.55,0.5,3.75,0.379,GSW
JordanBell,Quinn Cook,15,5.1,25,0.4,0.3,1.35,0.2025,GSW
DraymondGreen,Jordan Bell,2,5.35,24,0.95,0.85,4,0.1425,GSW
JordanBell,Draymond Green,3,5.35,28,0.95,0.85,4,0.1425,GSW
AndreIguodala,Jonas Jerebko,7,6,31,0.5,0.65,2.25,0.35,GSW
KevinDurant,Shaun Livingston,6,15,33,0.75,0.6,3.85,0.1765,GSW
ShaunLivingston,Kevin Durant,7,15,30,0.75,0.6,3.85,0.1765,GSW
JordanBell,Shaun Livingston,1,3.65,33,0.6,0.4,1.45,0,GSW
AlfonzoMcKinnie,Draymond Green,16,6.05,28,0.65,0.85,3.65,0.3205,GSW
AlfonzoMcKinnie,Kevon Looney,5,5.5,22,0.45,0.45,0.95,0.228,GSW
AlfonzoMcKinnie,Stephen Curry,23,16,30,0.3,0.8,2.8,0.3965,GSW
AndreIguodala,Shaun Livingston,7,4.85,33,0.6,0.7,2.5,0.1665,GSW
KevinDurant,Alfonzo McKinnie,4,15.35,26,0.65,0.5,3.15,0.3545,GSW
ShaunLivingston,Klay Thompson,8,12.75,28,0.5,0.8,2.1,0.201,GSW
JonasJerebko,Klay Thompson,11,13.9,28,0.4,0.75,1.85,0.3845,GSW
DraymondGreen,Kevon Looney,2,6.85,22,0.9,1,4.2,0.1925,GSW
DraymondGreen,Shaun Livingston,9,5.7,33,0.75,0.95,4.35,0.1425,GSW
JacobEvans,Jordan Bell,4,2.3,24,0.45,0.25,0.95,0.1335,GSW
QuinnCook,Alfonzo McKinnie,6,5.8,26,0.1,0.3,1,0.3805,GSW
KevinDurant,Klay Thompson,27,23.75,28,0.85,0.9,4.15,0.3775,GSW
AlfonzoMcKinnie,Jacob Evans,2,3,21,0.15,0.25,0.6,0.3115,GSW
JonasJerebko,Jacob Evans,3,3.8,21,0.15,0.3,1.05,0.317,GSW
AlfonzoMcKinnie,Andre Iguodala,11,5.2,35,0.5,0.6,1.8,0.3445,GSW
KevinDurant,Damian Jones,7,15.7,23,1.05,0.6,3.55,,GSW
DeMarcusCousins,Stephen Curry,16,21.8,30,0.95,1.3,4.4,0.3555,GSW
DraymondGreen,DeMarcus Cousins,15,11.85,28,1.3,1.35,5.25,0.2795,GSW
StephenCurry,Damion Lee,1,16.1,26,0.2,0.85,2.8,0.417,GSW
QuinnCook,Damion Lee,1,5.9,26,0,0.35,1,0.401,GSW
AlfonzoMcKinnie,Jordan Bell,6,4,24,0.5,0.3,0.75,0.178,GSW
KevonLooney,Quinn Cook,6,6.6,25,0.35,0.45,1.55,0.2525,GSW
DeMarcusCousins,Shaun Livingston,9,10.15,33,0.95,0.9,2.7,0.137,GSW
ShaunLivingston,DeMarcus Cousins,9,10.15,28,0.95,0.9,2.7,0.137,GSW
ShaunLivingston,Draymond Green,7,5.7,28,0.75,0.95,4.35,0.1425,GSW
ShaunLivingston,Andre Iguodala,7,4.85,35,0.6,0.7,2.5,0.1665,GSW
DamionLee,Klay Thompson,4,13.2,28,0.3,0.75,1.4,0.3995,GSW
ShaunLivingston,Quinn Cook,4,5.45,25,0.2,0.4,1.7,0.2025,GSW
QuinnCook,Damian Jones,4,6.15,23,0.5,0.4,1.4,,GSW
QuinnCook,Jonas Jerebko,8,6.6,31,0.1,0.35,1.45,0.386,GSW
JordanBell,Andre Iguodala,5,4.5,35,0.8,0.6,2.15,0.1665,GSW
DraymondGreen,Alfonzo McKinnie,1,6.05,26,0.65,0.85,3.65,0.3205,GSW
JonasJerebko,Quinn Cook,12,6.6,25,0.1,0.35,1.45,0.386,GSW
KevonLooney,Jacob Evans,5,3.8,21,0.4,0.4,1.15,0.1835,GSW
JacobEvans,Andre Iguodala,1,3.5,35,0.45,0.55,2,0.3,GSW
QuinnCook,Draymond Green,6,7.15,28,0.55,0.85,4.25,0.345,GSW
KlayThompson,DeMarcus Cousins,25,18.9,28,1.05,1.2,3,0.338,GSW
DeMarcusCousins,Draymond Green,31,11.85,28,1.3,1.35,5.25,0.2795,GSW
QuinnCook,Klay Thompson,11,14.2,28,0.3,0.7,2,0.4035,GSW
DeMarcusCousins,Andre Iguodala,8,11,35,1.15,1.1,3.4,0.3035,GSW
DeMarcusCousins,Klay Thompson,20,18.9,28,1.05,1.2,3,0.338,GSW
DraymondGreen,Andre Iguodala,9,6.55,35,0.95,1.15,5.05,0.309,GSW
QuinnCook,DeMarcus Cousins,8,11.6,28,0.75,0.8,2.6,0.3395,GSW
DeMarcusCousins,Alfonzo McKinnie,4,10.5,26,0.85,0.8,2,0.315,GSW
DamionLee,Jordan Bell,7,4.1,24,0.4,0.35,0.75,0.1985,GSW
StephenCurry,DeMarcus Cousins,20,21.8,28,0.95,1.3,4.4,0.3555,GSW
DamionLee,Andre Iguodala,4,5.3,35,0.4,0.65,1.8,0.365,GSW
DamionLee,Draymond Green,3,6.15,28,0.55,0.9,3.65,0.341,GSW
DamionLee,Kevin Durant,4,15.45,30,0.55,0.55,3.15,0.375,GSW
JacobEvans,Damion Lee,1,3.1,26,0.05,0.3,0.6,0.332,GSW
MarcusDerrickson,Jacob Evans,2,2.75,21,0.1,0.1,0.45,0.3835,GSW
MarcusDerrickson,Damion Lee,1,4.55,26,0.05,0.2,0.25,0.4485,GSW
DamionLee,Jacob Evans,1,3.1,21,0.05,0.3,0.6,0.332,GSW
MarcusDerrickson,Quinn Cook,4,5.55,25,0.05,0.15,0.85,0.4525,GSW
JacobEvans,Kevon Looney,1,3.8,22,0.4,0.4,1.15,0.1835,GSW
JonasJerebko,Alfonzo McKinnie,2,5.5,26,0.2,0.35,0.85,0.3615,GSW
DraymondGreen,Andrew Bogut,2,5.45,34,0.9,0.85,3.95,,GSW
DeMarcusCousins,Kevin Durant,18,21.15,30,1.3,1,4.75,0.3135,GSW
JonasJerebko,Damion Lee,4,5.6,26,0.1,0.4,0.85,0.382,GSW
DamionLee,DeMarcus Cousins,2,10.6,28,0.75,0.85,2,0.3355,GSW
JacobEvans,DeMarcus Cousins,1,8.8,28,0.8,0.75,2.2,0.2705,GSW
DeMarcusCousins,Jacob Evans,1,8.8,21,0.8,0.75,2.2,0.2705,GSW
DeMarcusCousins,Jordan Bell,1,9.8,24,1.15,0.8,2.35,0.137,GSW
AlfonzoMcKinnie,DeMarcus Cousins,3,10.5,28,0.85,0.8,2,0.315,GSW
KlayThompson,Andrew Bogut,3,12.5,34,0.65,0.7,1.7,,GSW
QuinnCook,Jacob Evans,6,4.1,21,0.05,0.25,1.2,0.336,GSW
JordanBell,DeMarcus Cousins,3,9.8,28,1.15,0.8,2.35,0.137,GSW
DeMarcusCousins,Quinn Cook,4,11.6,25,0.75,0.8,2.6,0.3395,GSW
JacobEvans,Jonas Jerebko,1,3.8,31,0.15,0.3,1.05,0.317,GSW
KevonLooney,Jordan Bell,2,4.8,24,0.75,0.45,1.3,0.05,GSW
JonasJerebko,Jordan Bell,4,4.8,24,0.5,0.35,1.2,0.1835,GSW
JonasJerebko,DeMarcus Cousins,4,11.3,28,0.85,0.85,2.45,0.3205,GSW
KevinDurant,DeMarcus Cousins,13,21.15,28,1.3,1,4.75,0.3135,GSW
AlfonzoMcKinnie,Shaun Livingston,4,4.35,33,0.3,0.4,1.1,0.178,GSW
AndreIguodala,DeMarcus Cousins,4,11,28,1.15,1.1,3.4,0.3035,GSW
JordanBell,Kevon Looney,1,4.8,22,0.75,0.45,1.3,0.05,GSW
DamionLee,Quinn Cook,5,5.9,25,0,0.35,1,0.401,GSW
MarcusDerrickson,Kevon Looney,1,5.25,22,0.4,0.3,0.8,0.3,GSW
MarcusDerrickson,Kevin Durant,1,15.1,30,0.6,0.35,3,0.4265,GSW
KevonLooney,Jonas Jerebko,2,6.3,31,0.45,0.5,1.4,0.2335,GSW
StephenCurry,Andrew Bogut,3,15.4,34,0.55,0.8,3.1,,GSW
KevinDurant,Damion Lee,1,15.45,26,0.55,0.55,3.15,0.375,GSW
JordanBell,Jonas Jerebko,5,4.8,31,0.5,0.35,1.2,0.1835,GSW
KlayThompson,Alfonzo McKinnie,5,13.1,26,0.4,0.7,1.4,0.379,GSW
DraymondGreen,Jonas Jerebko,2,6.85,31,0.65,0.9,4.1,0.326,GSW
ShaunLivingston,Jordan Bell,2,3.65,24,0.6,0.4,1.45,0,GSW
AlfonzoMcKinnie,Quinn Cook,5,5.8,25,0.1,0.3,1,0.3805,GSW
JacobEvans,Quinn Cook,2,4.1,25,0.05,0.25,1.2,0.336,GSW
AndreIguodala,Damian Jones,1,5.55,23,0.9,0.7,2.2,,GSW
QuinnCook,Stephen Curry,2,17.1,30,0.2,0.8,3.4,0.421,GSW
AlfonzoMcKinnie,Damion Lee,1,4.8,26,0.1,0.35,0.4,0.3765,GSW
AlfonzoMcKinnie,Andrew Bogut,1,4.1,34,0.45,0.3,0.7,,GSW
StephenCurry,Quinn Cook,1,17.1,25,0.2,0.8,3.4,0.421,GSW
KevinDurant,Andrew Bogut,2,14.75,34,0.9,0.5,3.45,,GSW
DraymondGreen,Quinn Cook,1,7.15,25,0.55,0.85,4.25,0.345,GSW
MarcusDerrickson,Jonas Jerebko,1,5.25,31,0.15,0.2,0.7,0.4335,GSW
JonasJerebko,Marcus Derrickson,1,5.25,22,0.15,0.2,0.7,0.4335,GSW
MarcusDerrickson,Alfonzo McKinnie,1,4.45,26,0.15,0.15,0.25,0.428,GSW
GeraldGreen,Eric Gordon,18,12.7,30,0.4,0.55,1.2,0.357,HOU
GeraldGreen,Chris Paul,49,12.4,33,0.35,1.25,4.35,0.356,HOU
EricGordon,Chris Paul,107,15.9,33,0.35,1.3,5.05,0.359,HOU
JamesHarden,P.J. Tucker,12,21.7,33,0.6,1.8,4.35,0.3725,HOU
ImanShumpert,Austin Rivers,3,7.8,26,0.35,0.8,2,0.333,HOU
ImanShumpert,Austin Rivers,3,6.65,26,0.25,0.6,1.7,0.3085,HOU
KennethFaried,James Harden,35,24.5,29,0.75,1.3,4.1,0.359,HOU
AustinRivers,Chris Paul,15,12.15,33,0.3,1.3,5.25,0.3395,HOU
JamesHarden,Chris Paul,39,25.85,33,0.5,2,7.85,0.363,HOU
EricGordon,Kenneth Faried,3,14.55,29,0.6,0.6,1.3,0.355,HOU
EricGordon,P.J. Tucker,19,11.75,33,0.45,1.1,1.55,0.3685,HOU
KennethFaried,Chris Paul,30,14.25,33,0.55,1.3,4.45,0.354,HOU
IsaiahHartenstein,James Harden,5,19,29,0.55,1.15,4,0.3505,HOU
GeraldGreen,Iman Shumpert,2,6.9,28,0.3,0.55,0.8,0.325,HOU
KennethFaried,Eric Gordon,8,14.55,30,0.6,0.6,1.3,0.355,HOU
ChrisPaul,Kenneth Faried,4,14.25,29,0.55,1.3,4.45,0.354,HOU
JamesEnnis,Austin Rivers,7,7.4,26,0.35,0.65,1.45,0.3355,HOU
JamesEnnis,Austin Rivers,7,8.05,26,0.35,0.8,1.5,0.344,HOU
KennethFaried,James Ennis,2,8.55,28,0.5,0.6,0.6,0.3365,HOU
KennethFaried,James Ennis,2,10.15,28,0.6,0.8,0.7,0.3585,HOU
GeraldGreen,James Harden,47,22.65,29,0.55,1.25,4,0.361,HOU
JamesHarden,Kenneth Faried,4,24.5,29,0.75,1.3,4.1,0.359,HOU
P.J.Tucker,Kenneth Faried,2,10.1,29,0.65,1.1,0.95,0.3635,HOU
P.J.Tucker,Chris Paul,54,11.45,33,0.4,1.8,4.7,0.3675,HOU
EricGordon,James Harden,68,26.15,29,0.55,1.3,4.7,0.364,HOU
AustinRivers,James Harden,20,22.4,29,0.5,1.3,4.9,0.3445,HOU
ImanShumpert,JaMychal Green,2,8.45,28,0.45,0.85,1.3,0.3755,HOU
ImanShumpert,Gerald Green,2,6.9,33,0.3,0.55,0.8,0.325,HOU
KennethFaried,P.J. Tucker,5,10.1,33,0.65,1.1,0.95,0.3635,HOU
P.J.Tucker,James Harden,67,21.7,29,0.6,1.8,4.35,0.3725,HOU
JamesHarden,Austin Rivers,7,22.4,26,0.5,1.3,4.9,0.3445,HOU
AustinRivers,Iman Shumpert,4,7.8,28,0.35,0.8,2,0.333,HOU
AustinRivers,Iman Shumpert,4,6.65,28,0.25,0.6,1.7,0.3085,HOU
ChrisPaul,P.J. Tucker,7,11.45,33,0.4,1.8,4.7,0.3675,HOU
P.J.Tucker,Iman Shumpert,3,5.95,28,0.35,1.1,1.15,0.3365,HOU
ChrisPaul,James Harden,14,25.85,29,0.5,2,7.85,0.363,HOU
EricGordon,Austin Rivers,20,12.45,26,0.35,0.6,2.1,0.3405,HOU
KennethFaried,Austin Rivers,8,9.25,26,0.45,0.55,1.35,0.319,HOU
KennethFaried,Austin Rivers,8,10.8,26,0.55,0.6,1.5,0.3355,HOU
AustinRivers,JaMychal Green,3,8.75,28,0.4,0.65,1.5,0.3605,HOU
AustinRivers,Jeff Green,3,9.75,32,0.4,0.6,1.9,0.329,HOU
AustinRivers,Gerald Green,3,8.95,33,0.35,0.55,1.4,0.3375,HOU
JamesHarden,Clint Capela,28,26.35,24,1.1,1.35,4.45,,HOU
GaryClark,James Harden,13,19.5,29,0.6,1.2,3.95,0.3325,HOU
GeraldGreen,P.J. Tucker,15,8.25,33,0.45,1.05,0.85,0.3655,HOU
GeraldGreen,Austin Rivers,19,8.95,26,0.35,0.55,1.4,0.3375,HOU
AustinRivers,Gary Clark,1,5.8,24,0.4,0.5,1.35,0.309,HOU
GaryClark,Chris Paul,9,9.25,33,0.4,1.2,4.3,0.3275,HOU
GaryClark,Clint Capela,2,9.75,24,1,0.55,0.9,,HOU
GaryClark,Gerald Green,3,6.05,33,0.45,0.45,0.45,0.3255,HOU
KennethFaried,Iman Shumpert,4,8.95,28,0.5,0.75,1.15,0.334,HOU
KennethFaried,Iman Shumpert,4,8.75,28,0.5,0.6,0.9,0.323,HOU
ImanShumpert,Chris Paul,9,10.1,33,0.25,1.3,4.65,0.327,HOU
ChrisPaul,Iman Shumpert,1,10.1,28,0.25,1.3,4.65,0.327,HOU
P.J.Tucker,Isaiah Hartenstein,2,4.6,20,0.45,0.95,0.85,0.355,HOU
ChrisPaul,Eric Gordon,7,15.9,30,0.35,1.3,5.05,0.359,HOU
AustinRivers,P.J. Tucker,9,8,33,0.4,1.1,1.75,0.349,HOU
P.J.Tucker,James Nunnally,1,5.9,28,0.25,0.8,1.1,0.3135,HOU
JamesEnnis,Eric Gordon,10,11.8,30,0.4,0.8,1.3,0.3635,HOU
P.J.Tucker,Austin Rivers,13,8,26,0.4,1.1,1.75,0.349,HOU
JamesNunnally,Austin Rivers,1,5.25,26,0.15,0.35,1.35,0.319,HOU
DanuelHouse,Austin Rivers,10,9.05,26,0.3,0.55,1.65,0.3685,HOU
GaryClark,Austin Rivers,6,5.8,26,0.4,0.5,1.35,0.309,HOU
GeraldGreen,Danuel House,7,9.3,25,0.35,0.5,0.75,0.385,HOU
DanuelHouse,P.J. Tucker,3,8.35,33,0.4,1.05,1.1,0.3965,HOU
DanuelHouse,James Harden,38,22.75,29,0.5,1.25,4.25,0.392,HOU
DanuelHouse,Isaiah Hartenstein,3,5.65,20,0.35,0.4,0.75,0.3745,HOU
P.J.Tucker,Eric Gordon,19,11.75,30,0.45,1.1,1.55,0.3685,HOU
GeraldGreen,James Nunnally,1,6.85,28,0.2,0.25,0.75,0.302,HOU
P.J.Tucker,Gerald Green,5,8.25,33,0.45,1.05,0.85,0.3655,HOU
DanuelHouse,Gerald Green,2,9.3,33,0.35,0.5,0.75,0.385,HOU
AustinRivers,James Ennis,1,7.4,28,0.35,0.65,1.45,0.3355,HOU
AustinRivers,James Ennis,1,8.05,28,0.35,0.8,1.5,0.344,HOU
JamesEnnis,James Harden,27,21.75,29,0.55,1.5,4.1,0.3675,HOU
EricGordon,Gerald Green,3,12.7,33,0.4,0.55,1.2,0.357,HOU
EricGordon,James Ennis,4,11.8,28,0.4,0.8,1.3,0.3635,HOU
GaryClark,Danuel House,2,6.15,25,0.4,0.45,0.7,0.3565,HOU
JamesHarden,Danuel House,2,22.75,25,0.5,1.25,4.25,0.392,HOU
EricGordon,Clint Capela,21,16.4,24,0.95,0.65,1.65,,HOU
ChrisPaul,Clint Capela,4,16.1,24,0.9,1.35,4.8,,HOU
ImanShumpert,James Harden,6,20.35,29,0.45,1.3,4.3,0.332,HOU
AustinRivers,Danuel House,4,9.05,25,0.3,0.55,1.65,0.3685,HOU
EricGordon,Danuel House,3,12.8,25,0.35,0.55,1.45,0.388,HOU
P.J.Tucker,Clint Capela,13,11.95,24,1,1.15,1.3,,HOU
AustinRivers,Chris Chiozza,2,4.8,23,0.2,0.35,1.45,0.3605,HOU
GeraldGreen,Chris Chiozza,1,5.05,23,0.25,0.3,0.55,0.377,HOU
ImanShumpert,Eric Gordon,1,10.4,30,0.3,0.6,1.5,0.328,HOU
GeraldGreen,Clint Capela,10,12.9,24,0.95,0.6,0.95,,HOU
DanuelHouse,Brandon Knight,2,6.2,27,0.15,0.35,0.9,0.286,HOU
ImanShumpert,P.J. Tucker,1,5.95,33,0.35,1.1,1.15,0.3365,HOU
JamesHarden,Eric Gordon,5,26.15,30,0.55,1.3,4.7,0.364,HOU
GeraldGreen,Gary Clark,4,6.05,24,0.45,0.45,0.45,0.3255,HOU
TerrenceJones,Austin Rivers,1,4.85,26,0.15,0.3,1.15,0.1605,HOU
AustinRivers,Eric Gordon,4,12.45,30,0.35,0.6,2.1,0.3405,HOU
ImanShumpert,Danuel House,3,7,25,0.25,0.55,1.05,0.356,HOU
DanuelHouse,Chris Paul,22,12.5,33,0.3,1.25,4.6,0.387,HOU
EricGordon,Iman Shumpert,3,10.4,28,0.3,0.6,1.5,0.328,HOU
DanuelHouse,Iman Shumpert,1,7,28,0.25,0.55,1.05,0.356,HOU
DanuelHouse,Eric Gordon,8,12.8,30,0.35,0.55,1.45,0.388,HOU
GeraldGreen,Isaiah Hartenstein,4,5.55,20,0.4,0.4,0.5,0.3435,HOU
MarqueseChriss,Michael Carter-Williams,3,4.5,27,0.4,0.55,1.5,0.2425,HOU
MarqueseChriss,Michael Carter-Williams,3,3.05,27,0.35,0.35,0.85,0.2175,HOU
JamesEnnis,Chris Paul,24,11.5,33,0.35,1.5,4.45,0.3625,HOU
IsaiahHartenstein,Chris Paul,6,8.75,33,0.35,1.15,4.35,0.3455,HOU
ChrisPaul,James Ennis,3,11.5,28,0.35,1.5,4.45,0.3625,HOU
EricGordon,Isaiah Hartenstein,2,9.05,20,0.4,0.45,1.2,0.3465,HOU
GaryClark,Eric Gordon,2,9.55,30,0.45,0.5,1.15,0.3285,HOU
GaryClark,P.J. Tucker,2,5.1,33,0.5,1,0.8,0.337,HOU
JamesEnnis,Gary Clark,3,5.15,24,0.45,0.7,0.55,0.332,HOU
EricGordon,Gary Clark,3,9.55,24,0.45,0.5,1.15,0.3285,HOU
IsaiahHartenstein,Eric Gordon,2,9.05,30,0.4,0.45,1.2,0.3465,HOU
JamesEnnis,Clint Capela,4,12,24,0.95,0.85,1.05,,HOU
DanuelHouse,Gary Clark,3,6.15,24,0.4,0.45,0.7,0.3565,HOU
MarqueseChriss,Danuel House,1,5.6,25,0.3,0.3,0.7,0.2415,HOU
IsaiahHartenstein,Marquese Chriss,1,1.85,21,0.35,0.2,0.45,0.2,HOU
P.J.Tucker,Michael Carter-Williams,2,5.8,27,0.45,1.1,1.25,0.3725,HOU
MichaelCarter-Williams,James Harden,3,20.2,29,0.55,1.3,4.4,0.368,HOU
CarmeloAnthony,Michael Carter-Williams,4,8.85,27,0.55,0.5,0.9,0.348,HOU
JamesHarden,Carmelo Anthony,1,24.75,34,0.7,1.2,4,0.348,HOU
MichaelCarter-Williams,Carmelo Anthony,1,8.85,34,0.55,0.5,0.9,0.348,HOU
MichaelCarter-Williams,Chris Paul,2,9.95,33,0.35,1.3,4.75,0.363,HOU
MichaelCarter-Williams,Clint Capela,1,10.45,24,0.95,0.65,1.35,,HOU
CarmeloAnthony,Eric Gordon,3,14.8,30,0.55,0.5,1.2,0.344,HOU
CarmeloAnthony,James Harden,6,24.75,29,0.7,1.2,4,0.348,HOU
CarmeloAnthony,Chris Paul,15,14.5,33,0.5,1.2,4.35,0.343,HOU
JamesEnnis,Michael Carter-Williams,1,5.75,27,0.45,0.7,1.6,0.308,HOU
JamesEnnis,Michael Carter-Williams,1,5.85,27,0.4,0.8,1,0.3675,HOU
GaryClark,Michael Carter-Williams,3,3.6,27,0.45,0.5,0.85,0.3325,HOU
MarqueseChriss,Gary Clark,1,2.35,24,0.4,0.25,0.4,0.182,HOU
JamesHarden,Gary Clark,1,19.5,24,0.6,1.2,3.95,0.3325,HOU
IsaiahHartenstein,Michael Carter-Williams,2,3.1,27,0.4,0.45,0.9,0.3505,HOU
ChrisPaul,Isaiah Hartenstein,1,8.75,20,0.35,1.15,4.35,0.3455,HOU
AustinRivers,Brandon Knight,3,7.45,27,0.2,0.55,2,0.318,HOU
AustinRivers,Brandon Knight,3,5.85,27,0.15,0.4,1.55,0.2385,HOU
P.J.Tucker,Danuel House,4,8.35,25,0.4,1.05,1.1,0.3965,HOU
DanuelHouse,Clint Capela,5,13,24,0.9,0.6,1.2,,HOU
AustinRivers,Clint Capela,5,12.65,24,0.9,0.65,1.85,,HOU
