Team,Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,alt
MIL,Donte DiVincenzo,Jaylen Morris,1,3.7,23,0.1,0.5,1.05,0.299,DonteDiVincenzo
MIL,Pat Connaughton,Eric Bledsoe,23,11.4,29,0.4,1,3.75,0.3295,PatConnaughton
MIL,Khris Middleton,Brook Lopez,20,15.4,30,1.15,0.8,2.75,0.3715,KhrisMiddleton
MIL,D.J. Wilson,Giannis Antetokounmpo,11,16.75,24,0.95,0.85,3.5,0.309,D.J.Wilson
MIL,Brook Lopez,Sterling Brown,9,9.45,23,1.15,0.5,1.3,0.363,BrookLopez
MIL,George Hill,Brook Lopez,4,9.65,30,1.15,0.75,1.65,0.3225,GeorgeHill
MIL,Malcolm Brogdon,George Hill,8,11.2,32,0.15,0.8,2.65,0.353,MalcolmBrogdon
MIL,D.J. Wilson,Malcolm Brogdon,8,10.7,26,0.3,0.55,2.15,0.394,D.J.Wilson
MIL,Eric Bledsoe,Malcolm Brogdon,19,15.75,26,0.3,1.1,4.35,0.3775,EricBledsoe
MIL,D.J. Wilson,Brook Lopez,5,9.15,30,1.3,0.5,1.15,0.3635,D.J.Wilson
MIL,Ersan İlyasova,Tony Snell,9,6.4,27,0.25,0.45,0.85,0.38,Ersanİlyasova
MIL,Eric Bledsoe,Ersan İlyasova,5,11.35,31,0.35,1,3.15,0.346,EricBledsoe
MIL,Khris Middleton,D.J. Wilson,13,12.05,22,0.25,0.7,2.7,0.37,KhrisMiddleton
MIL,Malcolm Brogdon,Sterling Brown,6,11,23,0.15,0.55,2.3,0.3935,MalcolmBrogdon
MIL,Malcolm Brogdon,Pat Connaughton,9,11.25,26,0.3,0.6,2.6,0.378,MalcolmBrogdon
MIL,Ersan İlyasova,Malcolm Brogdon,15,11.2,26,0.25,0.6,2,0.3945,Ersanİlyasova
MIL,Eric Bledsoe,Sterling Brown,12,11.15,23,0.25,0.95,3.45,0.345,EricBledsoe
MIL,George Hill,Sterling Brown,4,6.6,23,0.1,0.65,1.75,0.3205,GeorgeHill
MIL,Malcolm Brogdon,Brook Lopez,17,14.05,30,1.2,0.65,2.2,0.3955,MalcolmBrogdon
MIL,Ersan İlyasova,Khris Middleton,21,12.55,27,0.2,0.75,2.55,0.3705,Ersanİlyasova
MIL,Ersan İlyasova,Sterling Brown,3,6.6,23,0.2,0.45,1.1,0.362,Ersanİlyasova
MIL,Ersan İlyasova,George Hill,6,6.8,32,0.2,0.7,1.45,0.3215,Ersanİlyasova
MIL,Brook Lopez,George Hill,9,9.65,32,1.15,0.75,1.65,0.3225,BrookLopez
MIL,Brook Lopez,Malcolm Brogdon,26,14.05,26,1.2,0.65,2.2,0.3955,BrookLopez
MIL,Ersan İlyasova,Eric Bledsoe,28,11.35,29,0.35,1,3.15,0.346,Ersanİlyasova
MIL,Sterling Brown,Malcolm Brogdon,8,11,26,0.15,0.55,2.3,0.3935,SterlingBrown
MIL,Khris Middleton,Ersan İlyasova,6,12.55,31,0.2,0.75,2.55,0.3705,KhrisMiddleton
MIL,Malcolm Brogdon,Ersan İlyasova,11,11.2,31,0.25,0.6,2,0.3945,MalcolmBrogdon
MIL,John Henson,Khris Middleton,4,11.95,27,0.45,0.75,2.65,0.3665,JohnHenson
MIL,John Henson,Eric Bledsoe,5,10.75,29,0.6,1,3.25,0.342,JohnHenson
MIL,John Henson,Malcolm Brogdon,8,10.6,26,0.5,0.6,2.1,0.3905,JohnHenson
MIL,Malcolm Brogdon,John Henson,4,10.6,28,0.5,0.6,2.1,0.3905,MalcolmBrogdon
MIL,Donte DiVincenzo,Giannis Antetokounmpo,12,16.3,24,0.85,0.9,3.5,0.2605,DonteDiVincenzo
MIL,Tony Snell,Donte DiVincenzo,6,5.45,22,0.2,0.45,1,0.331,TonySnell
MIL,Malcolm Brogdon,Donte DiVincenzo,6,10.25,22,0.2,0.6,2.15,0.3455,MalcolmBrogdon
MIL,Donte DiVincenzo,Eric Bledsoe,7,10.4,29,0.3,1,3.3,0.297,DonteDiVincenzo
MIL,Tony Snell,Matthew Dellavedova,1,3.85,28,0.1,0.3,1.65,0.3805,TonySnell
MIL,Thon Maker,Tony Snell,5,5.35,27,0.35,0.35,0.7,0.365,ThonMaker
MIL,Thon Maker,Matthew Dellavedova,3,5.45,28,0.4,0.3,2.25,0.329,ThonMaker
MIL,Thon Maker,Matthew Dellavedova,3,3.2,28,0.25,0.25,1.45,0.3485,ThonMaker
MIL,Pat Connaughton,Matthew Dellavedova,7,4.3,28,0.2,0.35,2.2,0.347,PatConnaughton
MIL,Thon Maker,Pat Connaughton,6,5.8,26,0.45,0.4,1.25,0.3315,ThonMaker
MIL,Pat Connaughton,Khris Middleton,14,12.6,27,0.25,0.75,3.15,0.354,PatConnaughton
MIL,Pat Connaughton,Ersan İlyasova,8,6.85,31,0.35,0.5,1.4,0.3465,PatConnaughton
MIL,Ersan İlyasova,Donte DiVincenzo,3,5.85,22,0.25,0.5,0.95,0.314,Ersanİlyasova
MIL,Ersan İlyasova,John Henson,2,6.2,28,0.55,0.5,0.9,0.359,Ersanİlyasova
MIL,John Henson,Giannis Antetokounmpo,2,16.65,24,1.15,0.9,3.45,0.3055,JohnHenson
MIL,Christian Wood,Khris Middleton,1,10.55,27,0.05,0.5,2.25,0.489,ChristianWood
MIL,Donte DiVincenzo,Khris Middleton,3,11.6,27,0.15,0.75,2.7,0.3215,DonteDiVincenzo
MIL,Khris Middleton,Donte DiVincenzo,3,11.6,22,0.15,0.75,2.7,0.3215,KhrisMiddleton
MIL,Donte DiVincenzo,Pat Connaughton,2,5.9,26,0.3,0.5,1.55,0.2975,DonteDiVincenzo
MIL,Brook Lopez,Donte DiVincenzo,4,8.7,22,1.2,0.55,1.15,0.315,BrookLopez
MIL,John Henson,Matthew Dellavedova,3,3.65,28,0.4,0.35,1.7,0.3595,JohnHenson
MIL,Pat Connaughton,Donte DiVincenzo,4,5.9,22,0.3,0.5,1.55,0.2975,PatConnaughton
MIL,Matthew Dellavedova,Sterling Brown,1,4.05,23,0.05,0.3,1.9,0.3625,MatthewDellavedova
MIL,Pat Connaughton,Malcolm Brogdon,9,11.25,26,0.3,0.6,2.6,0.378,PatConnaughton
MIL,Matthew Dellavedova,Donte DiVincenzo,1,3.3,22,0.1,0.35,1.75,0.3145,MatthewDellavedova
MIL,Eric Bledsoe,Pat Connaughton,13,11.4,26,0.4,1,3.75,0.3295,EricBledsoe
MIL,Khris Middleton,Pat Connaughton,12,12.6,26,0.25,0.75,3.15,0.354,KhrisMiddleton
MIL,Brook Lopez,Tony Snell,9,9.25,27,1.2,0.5,1.05,0.381,BrookLopez
MIL,Giannis Antetokounmpo,Pat Connaughton,13,17.3,26,0.95,0.9,3.95,0.293,GiannisAntetokounmpo
MIL,Donte DiVincenzo,John Henson,6,5.25,28,0.5,0.5,1.05,0.31,DonteDiVincenzo
MIL,John Henson,Ersan İlyasova,1,6.2,31,0.55,0.5,0.9,0.359,JohnHenson
MIL,Brook Lopez,Matthew Dellavedova,2,7.1,28,1.1,0.4,1.8,0.3645,BrookLopez
MIL,Ersan İlyasova,Pat Connaughton,9,6.85,26,0.35,0.5,1.4,0.3465,Ersanİlyasova
