,lon,lat,value,radius
231434,121.54848700000001,24.987170000000003,2,5
231456,121.51588100000001,25.115941,2,5
231480,121.50923700000001,25.066657,3,8
231481,121.496458,25.093833,2,5
231502,121.57455900000001,24.999544,2,5
231511,121.53015800000001,25.043701000000002,2,5
231524,121.54831599999999,25.000044,3,8
231527,121.55634199999999,25.077147,2,5
231547,121.544247,25.06842,2,5
231556,121.521518,25.095284,2,5
231580,121.515739,25.045538,2,5
231593,121.51651000000001,25.090576000000002,2,5
231604,121.543776,25.035042999999998,4,10
231645,121.560222,25.034371,1,2
231647,121.51377,25.039151999999998,2,5
231650,121.51655,25.090987,2,5
231655,121.520356,25.048101000000003,3,8
231658,121.545123,25.001196,2,5
231661,121.511627,25.115541,2,5
231662,121.507493,25.048589,2,5
231663,121.54446999999999,24.988343,1,2
231667,121.556898,25.004720000000002,2,5
231680,121.52363700000001,25.045861,2,5
231684,121.504901,25.121282,2,5
231689,121.594108,25.068908,3,8
231695,121.582249,25.041074,2,5
231727,121.53288799999999,25.03383,3,8
231737,121.56351799999999,25.033009,2,5
231752,121.516658,25.021729,2,5
231801,121.569057,24.998761,2,5
231831,121.55445700000001,25.025942999999998,2,5
231839,121.51966999999999,25.087585,2,5
231840,121.56181399999998,25.079995,2,5
231863,121.52271100000002,25.061729999999997,2,5
231869,121.503992,25.085264000000002,3,8
231890,121.54768100000001,25.079027,2,5
231930,121.556445,25.027743,1,2
231938,121.539197,25.00431,2,5
231940,121.57021499999999,25.051422,2,5
231956,121.503635,25.137273,2,5
231959,121.50379299999999,25.117286,4,10
231965,121.52643,25.022395,3,8
232002,121.597328,25.067534,3,8
232012,121.54475,25.045065,2,5
232035,121.503092,25.123881,2,5
232046,121.54446100000001,25.076321,2,5
232066,121.491799,25.033154999999997,2,5
232125,121.566383,25.082977,2,5
232134,121.51586499999999,25.068586,2,5
232151,121.51668500000001,25.022579,2,5
232159,121.552775,25.051748999999997,2,5
232170,121.50271200000002,25.093982999999998,2,5
232183,121.55764099999999,25.036522,2,5
232193,121.514335,25.029319,2,5
232194,121.56126499999999,24.995513,2,5
232234,121.53796899999999,25.040174,2,5
232235,121.581643,25.049529999999997,2,5
232237,121.534847,25.059563,2,5
232238,121.54351399999999,25.034403,2,5
232257,121.51591499999999,25.0686,2,5
232266,121.4854,25.117749,2,5
232280,121.515615,25.045415,2,5
232324,121.551322,25.057953,2,5
232340,121.504175,25.019448999999998,2,5
232346,121.561522,25.035883,2,5
232354,121.579176,25.036339,2,5
232375,121.550572,24.986225,2,5
232386,121.568679,25.041178,3,8
232397,121.540373,25.047795999999998,2,5
232405,121.52250900000001,25.052288,2,5
232437,121.540217,24.99158,2,5
232439,121.54177299999999,25.048312,2,5
232440,121.580547,25.046046,3,8
232441,121.522907,25.068472,2,5
232457,121.546424,25.108566,2,5
232461,121.559649,25.033025,3,8
232472,121.524685,25.095091,2,5
232484,121.54086399999998,24.999962,2,5
232494,121.580913,25.084687,2,5
232497,121.54336699999999,25.024925,2,5
232516,121.510899,25.090911,2,5
232522,121.512449,25.052459,2,5
232523,121.519364,25.109319,3,8
232530,121.595549,25.050743,4,10
232539,121.56770700000001,24.97989,2,5
232587,121.490729,25.137698,2,5
232588,121.51356299999999,25.059244,3,8
232590,121.48191499999999,25.122256,2,5
