,lon,lat,value,radius,color
37351,121.52847299999999,25.093836,2,1,#DDD23B
37390,121.54910500000001,25.041608,3,3,#DDD23B
37405,121.498423,25.038473,2,1,#DDD23B
37424,121.533272,25.060263,2,1,#DDD23B
37441,121.54615600000001,24.986619,2,1,#DDD23B
37487,121.602005,25.084407000000002,2,1,#DDD23B
37605,121.537093,25.054748999999997,2,1,#DDD23B
37638,121.489648,25.134757,2,1,#DDD23B
37645,121.54463200000001,25.096826,2,1,#DDD23B
37652,121.556552,25.084699,3,3,#DDD23B
37655,121.55237199999999,24.987795000000002,2,1,#DDD23B
37660,121.575943,25.0489,2,1,#DDD23B
37681,121.57775600000001,25.040737,2,1,#DDD23B
37708,121.591434,25.078571,2,1,#DDD23B
37809,121.521506,25.085882,3,3,#DDD23B
37811,121.513631,25.060787,2,1,#DDD23B
37826,121.525714,25.067089000000003,2,1,#DDD23B
37834,121.55059399999999,24.987694,3,3,#DDD23B
37846,121.54324299999999,25.097255,3,3,#DDD23B
37878,121.58681399999999,25.040004,3,3,#DDD23B
37887,121.50943899999999,25.063185,2,1,#DDD23B
37949,121.49129199999999,25.138513,2,1,#DDD23B
38028,121.509753,25.110407000000002,2,1,#DDD23B
38041,121.515142,25.113968,2,1,#DDD23B
38055,121.55031799999999,25.081926,2,1,#DDD23B
38056,121.52361100000002,25.084058,2,1,#DDD23B
38097,121.49559599999999,25.028769,2,1,#DDD23B
38150,121.51945400000001,25.103680999999998,2,1,#DDD23B
38162,121.50468899999998,25.032279,3,3,#DDD23B
38164,121.503226,25.046193,4,5,#DDD23B
38166,121.51299399999999,25.039918,2,1,#DDD23B
38168,121.515657,25.115948,2,1,#DDD23B
38250,121.464308,25.12378,3,3,#DDD23B
38280,121.50030600000001,25.041951,3,3,#DDD23B
38308,121.55516000000001,25.047317,2,1,#DDD23B
38311,121.532752,25.043274,2,1,#DDD23B
38320,121.507742,25.048513,2,1,#DDD23B
38354,121.56758500000001,25.035865,2,1,#DDD23B
38355,121.54777,25.101326999999998,2,1,#DDD23B
38387,121.60355700000001,25.061166,2,1,#DDD23B
38407,121.536501,25.048435,2,1,#DDD23B
38411,121.52082,25.056376,2,1,#DDD23B
38412,121.57793899999999,25.050106,2,1,#DDD23B
38439,121.617282,25.061908,2,1,#DDD23B
38459,121.495539,25.015995999999998,2,1,#DDD23B
38520,121.539478,25.001516,2,1,#DDD23B
38540,121.538133,25.068607,2,1,#DDD23B
38555,121.558422,25.030047,2,1,#DDD23B
38592,121.526401,25.0562,2,1,#DDD23B
38637,121.5312,25.045776,4,5,#DDD23B
38657,121.515932,25.061573000000003,3,3,#DDD23B
38658,121.55086100000001,25.061595,2,1,#DDD23B
38672,121.50124,25.035262,2,1,#DDD23B
38695,121.53758799999999,25.033452,2,1,#DDD23B
38706,121.581748,25.002354,2,1,#DDD23B
38721,121.60304,25.073513000000002,2,1,#DDD23B
38727,121.524322,25.067137,2,1,#DDD23B
38735,121.581111,25.043221,3,3,#DDD23B
38765,121.53086,25.045966,2,1,#DDD23B
38784,121.560203,25.041314,2,1,#DDD23B
38804,121.525281,25.055623999999998,2,1,#DDD23B
38821,121.56488300000001,25.048955,3,3,#DDD23B
38834,121.51048,25.042181,2,1,#DDD23B
38845,121.50062199999999,25.031053,2,1,#DDD23B
38874,121.53041499999999,25.066591,2,1,#DDD23B
38882,121.50821100000002,25.050614000000003,2,1,#DDD23B
38886,121.566134,25.040633,2,1,#DDD23B
38893,121.52502,25.062462,2,1,#DDD23B
38902,121.506546,25.029004,2,1,#DDD23B
38914,121.606445,25.053097,2,1,#DDD23B
38928,121.583244,25.045975,2,1,#DDD23B
38932,121.523223,25.044356,2,1,#DDD23B
38997,121.51588799999999,25.019526000000003,2,1,#DDD23B
39022,121.61644799999999,25.054444,1,1,#DDD23B
39028,121.582545,25.04516,2,1,#DDD23B
39035,121.52946000000001,25.041335999999998,1,1,#DDD23B
39056,121.512084,25.024289000000003,3,3,#DDD23B
39113,121.538908,25.003904000000002,2,1,#DDD23B
39147,121.565541,25.082469,2,1,#DDD23B
39176,121.58120900000002,25.042935999999997,3,3,#DDD23B
39191,121.520823,25.062776,2,1,#DDD23B
39199,121.534155,25.008132999999997,2,1,#DDD23B
39206,121.549576,25.08276,2,1,#DDD23B
39207,121.514908,25.118779,2,1,#DDD23B
39221,121.57111299999998,24.99165,2,1,#DDD23B
39278,121.57021200000001,25.042229000000003,3,3,#DDD23B
39292,121.54846200000001,25.051412,2,1,#DDD23B
39309,121.564407,25.041247,2,1,#DDD23B
39328,121.539763,25.001093,3,3,#DDD23B
39349,121.562082,24.982635000000002,2,1,#DDD23B
39363,121.5345,25.005596,2,1,#DDD23B
39391,121.499099,25.136944,2,1,#DDD23B
39399,121.54709199999999,25.079842000000003,3,3,#DDD23B
39402,121.53951799999999,25.065987,2,1,#DDD23B
39407,121.58379599999999,25.049602,2,1,#DDD23B
39414,121.565095,25.052419,2,1,#DDD23B
39417,121.530002,25.033782000000002,3,3,#DDD23B
39422,121.543575,25.042215,3,3,#DDD23B
39463,121.52039199999999,25.051420999999998,2,1,#DDD23B
39485,121.512961,25.098929000000002,1,1,#DDD23B
39497,121.433548,25.139189000000002,3,3,#DDD23B
39568,121.511609,25.056287,2,1,#DDD23B
39572,121.53298500000001,25.054816,3,3,#DDD23B
39586,121.52766899999999,25.06097,2,1,#DDD23B
39589,121.51501200000001,25.047017,2,1,#DDD23B
39614,121.589276,25.067653,3,3,#DDD23B
39617,121.52461699999999,25.095062,2,1,#DDD23B
39626,121.528828,25.054889000000003,2,1,#DDD23B
39666,121.54836999999999,25.020464999999998,3,3,#DDD23B
39735,121.521868,25.060305,2,1,#DDD23B
39759,121.58124,25.052314000000003,2,1,#DDD23B
39782,121.532677,25.040103,3,3,#DDD23B
39785,121.594949,25.078674,2,1,#DDD23B
39797,121.522719,25.068317,2,1,#DDD23B
39811,121.52604199999999,25.047549,2,1,#DDD23B
39824,121.52995800000001,25.105291,2,1,#DDD23B
39830,121.54423500000001,25.048949,2,1,#DDD23B
39858,121.56893000000001,25.021838,2,1,#DDD23B
39860,121.540993,25.066821,3,3,#DDD23B
39871,121.58171499999999,25.077083,2,1,#DDD23B
39992,121.569254,25.022485,2,1,#DDD23B
40046,121.519259,25.044519,1,1,#DDD23B
40058,121.53057,25.028853,2,1,#DDD23B
40092,121.525124,25.106665,2,1,#DDD23B
40154,121.616355,25.048825,2,1,#DDD23B
40166,121.501989,25.020108999999998,2,1,#DDD23B
40180,121.574228,25.038139,2,1,#DDD23B
40200,121.524047,25.118115,1,1,#DDD23B
40280,121.524161,25.05482,2,1,#DDD23B
40284,121.501465,25.035157,3,3,#DDD23B
40290,121.509077,25.128325,2,1,#DDD23B
40307,121.533103,25.057914,2,1,#DDD23B
40310,121.54399099999999,25.024776,3,3,#DDD23B
40331,121.605791,25.056043,2,1,#DDD23B
40361,121.514803,25.057087,4,5,#DDD23B
40362,121.543772,25.044749,2,1,#DDD23B
40393,121.62045900000001,25.036888,2,1,#DDD23B
40398,121.581744,25.071262,2,1,#DDD23B
40399,121.584152,25.039165,2,1,#DDD23B
40400,121.568316,25.030404,2,1,#DDD23B
40415,121.566767,25.028579999999998,2,1,#DDD23B
40427,121.618275,25.070823,2,1,#DDD23B
40436,121.526645,25.092729000000002,2,1,#DDD23B
40453,121.55632800000001,24.988301,2,1,#DDD23B
40492,121.5678,25.028485999999997,3,3,#DDD23B
40501,121.53909099999998,25.001695,3,3,#DDD23B
40520,121.47140800000001,25.129989000000002,2,1,#DDD23B
40539,121.57695,25.083566,3,3,#DDD23B
40545,121.56778200000001,24.984201000000002,2,1,#DDD23B
40566,121.49353899999998,25.033493,3,3,#DDD23B
40567,121.570328,25.045576999999998,4,5,#DDD23B
40575,121.521825,25.059839,2,1,#DDD23B
40579,121.576618,25.051391,2,1,#DDD23B
40597,121.544722,25.051188,2,1,#DDD23B
40602,121.518249,25.032884,2,1,#DDD23B
40604,121.58283200000001,25.051766,2,1,#DDD23B
40609,121.532678,25.016444,2,1,#DDD23B
40619,121.534802,25.045051,2,1,#DDD23B
40621,121.549148,25.051834,2,1,#DDD23B
40677,121.57108400000001,24.99172,2,1,#DDD23B
40685,121.503328,25.035173,2,1,#DDD23B
40714,121.57412099999999,24.997747,2,1,#DDD23B
40722,121.524041,25.118095999999998,2,1,#DDD23B
40813,121.504275,25.120439,2,1,#DDD23B
40828,121.55831599999999,25.008643,4,5,#DDD23B
40831,121.509824,25.039317999999998,1,1,#DDD23B
40846,121.55378999999999,24.988042,2,1,#DDD23B
40847,121.60201399999998,25.058335,2,1,#DDD23B
40852,121.548493,25.026328,2,1,#DDD23B
40875,121.523132,25.069024,3,3,#DDD23B
40897,121.538294,25.008044,2,1,#DDD23B
40909,121.56757900000001,25.035847,1,1,#DDD23B
40925,121.544299,25.076122,2,1,#DDD23B
40927,121.508556,25.02891,2,1,#DDD23B
40976,121.58344199999999,25.039081,2,1,#DDD23B
41001,121.620726,25.076135999999998,2,1,#DDD23B
41020,121.51001299999999,25.046854,2,1,#DDD23B
41021,121.506597,25.115398000000003,1,1,#DDD23B
41053,121.528899,25.057997,2,1,#DDD23B
41066,121.49574299999999,25.022765,2,1,#DDD23B
41093,121.518851,25.043283,2,1,#DDD23B
41099,121.568354,25.03884,3,3,#DDD23B
41101,121.51376100000002,25.111862,2,1,#DDD23B
41111,121.509174,25.044477,2,1,#DDD23B
41119,121.54389499999999,25.043101,2,1,#DDD23B
41135,121.48013700000001,25.136189,2,1,#DDD23B
41168,121.51661999999999,25.024329,3,3,#DDD23B
41198,121.50469299999999,25.116735000000002,2,1,#DDD23B
41220,121.546605,25.022941,2,1,#DDD23B
41221,121.592106,25.079409,2,1,#DDD23B
41222,121.59111200000001,25.061689,2,1,#DDD23B
41232,121.528705,25.058451,2,1,#DDD23B
41236,121.52284499999999,25.062576,2,1,#DDD23B
41274,121.4862,25.035723,2,1,#DDD23B
41291,121.520253,25.095948999999997,2,1,#DDD23B
41292,121.475872,25.130059,2,1,#DDD23B
41300,121.53461899999999,25.062631,3,3,#DDD23B
41327,121.548497,25.042931,2,1,#DDD23B
41349,121.543022,25.036142,2,1,#DDD23B
41367,121.516667,25.02299,2,1,#DDD23B
41374,121.499633,25.141073000000002,2,1,#DDD23B
41400,121.52271599999999,25.089810999999997,2,1,#DDD23B
41409,121.54701599999999,24.98677,3,3,#DDD23B
41423,121.54438700000001,25.066303,2,1,#DDD23B
41453,121.56438200000001,25.0789,2,1,#DDD23B
41469,121.532046,25.014935,2,1,#DDD23B
41471,121.59022399999999,25.068908,2,1,#DDD23B
41479,121.608827,25.059673999999998,2,1,#DDD23B
41489,121.50854,25.052006,2,1,#DDD23B
41506,121.57458700000001,24.998248999999998,2,1,#DDD23B
41508,121.506828,25.119602,2,1,#DDD23B
41540,121.536506,25.048394000000002,3,3,#DDD23B
41557,121.53896399999999,25.066735,3,3,#DDD23B
41569,121.562909,25.080467000000002,1,1,#DDD23B
41593,121.54413999999998,25.062332,2,1,#DDD23B
41618,121.51130500000001,25.059732999999998,2,1,#DDD23B
41623,121.535742,25.004779,2,1,#DDD23B
41665,121.62020600000001,25.075451,2,1,#DDD23B
41678,121.514269,25.118862,1,1,#DDD23B
41684,121.597525,25.012677,1,1,#DDD23B
41757,121.539229,25.065994,7,25,#E98B2A
41765,121.504545,25.120672,2,1,#DDD23B
41798,121.541496,24.99144,2,1,#DDD23B
41823,121.539772,25.0017,6,18,#E98B2A
41827,121.565524,25.048977,2,1,#DDD23B
41831,121.55176999999999,25.022895000000002,2,1,#DDD23B
41833,121.495921,25.038763,2,1,#DDD23B
41845,121.53313200000001,25.062496,1,1,#DDD23B
41852,121.565835,25.043295999999998,2,1,#DDD23B
41901,121.57866899999999,25.068329000000002,2,1,#DDD23B
41917,121.54423600000001,25.069160999999998,7,25,#E98B2A
41923,121.543993,25.074145,1,1,#DDD23B
41932,121.50613200000001,25.04884,2,1,#DDD23B
41933,121.524708,25.024157000000002,2,1,#DDD23B
41949,121.56106799999999,25.02863,2,1,#DDD23B
41954,121.51083100000001,25.037198,2,1,#DDD23B
41964,121.54436000000001,25.079666,2,1,#DDD23B
41972,121.57087299999999,25.032938,2,1,#DDD23B
41974,121.532133,25.058107999999997,2,1,#DDD23B
41982,121.51393999999999,25.111634,2,1,#DDD23B
41989,121.52096200000001,25.088423000000002,2,1,#DDD23B
42027,121.53041699999999,25.10843,2,1,#DDD23B
42047,121.54509399999999,25.078153,3,3,#DDD23B
42062,121.548573,25.043552,2,1,#DDD23B
42094,121.53048000000001,25.066933,4,5,#DDD23B
42095,121.54796599999999,25.026681,2,1,#DDD23B
42101,121.52490300000001,25.103953,2,1,#DDD23B
42115,121.50540600000001,25.197685999999997,1,1,#DDD23B
42116,121.59991399999998,25.074291,2,1,#DDD23B
42137,121.564039,25.086532000000002,2,1,#DDD23B
42140,121.521728,25.080426,3,3,#DDD23B
42154,121.56205700000001,25.0288,2,1,#DDD23B
42208,121.61005800000001,25.071248,2,1,#DDD23B
42213,121.53453999999999,25.033675,2,1,#DDD23B
42253,121.56078000000001,24.977539,2,1,#DDD23B
42296,121.50870900000001,25.063229,2,1,#DDD23B
42301,121.491026,25.033589000000003,2,1,#DDD23B
42304,121.55237199999999,24.987795000000002,2,1,#DDD23B
42312,121.57356200000001,25.03651,2,1,#DDD23B
42321,121.578185,25.035628,2,1,#DDD23B
42330,121.558881,24.988777,4,5,#DDD23B
42337,121.572149,25.046837,2,1,#DDD23B
42341,121.595621,25.068322,2,1,#DDD23B
42354,121.567641,24.989504999999998,2,1,#DDD23B
42437,121.591108,25.080668,2,1,#DDD23B
42461,121.506051,25.116695999999997,3,3,#DDD23B
42467,121.527876,25.062549,2,1,#DDD23B
42471,121.608853,25.071954,2,1,#DDD23B
42495,121.553357,25.025351,2,1,#DDD23B
42496,121.572252,25.045664000000002,1,1,#DDD23B
42500,121.5617,25.015135,2,1,#DDD23B
42508,121.51175900000001,25.053888,2,1,#DDD23B
42519,121.547523,25.050864999999998,3,3,#DDD23B
42523,121.48961299999999,25.023856,2,1,#DDD23B
42530,121.521955,25.039953,2,1,#DDD23B
42531,121.533933,25.117398,2,1,#DDD23B
42532,121.505707,25.092093,2,1,#DDD23B
42564,121.538224,24.995005,2,1,#DDD23B
42600,121.512801,25.063198999999997,3,3,#DDD23B
42610,121.50821100000002,25.050614000000003,2,1,#DDD23B
42616,121.591002,25.080723000000003,2,1,#DDD23B
42642,121.61386999999999,25.065277,4,5,#DDD23B
42684,121.58176499999999,25.043777,2,1,#DDD23B
42694,121.509322,25.112496,2,1,#DDD23B
42713,121.502133,25.120467,3,3,#DDD23B
42718,121.505154,25.078013000000002,3,3,#DDD23B
42739,121.507733,25.113978,2,1,#DDD23B
42782,121.52434199999999,25.047715,2,1,#DDD23B
42793,121.56976100000001,25.117077,2,1,#DDD23B
42797,121.573857,24.990269,2,1,#DDD23B
42812,121.504143,25.031276000000002,2,1,#DDD23B
42828,121.509824,25.039317999999998,2,1,#DDD23B
42880,121.507993,25.049747,3,3,#DDD23B
42891,121.57158899999999,24.994035,4,5,#DDD23B
42947,121.50930100000001,25.063057999999998,1,1,#DDD23B
42958,121.528267,25.043457,2,1,#DDD23B
42999,121.53526699999999,25.062554000000002,2,1,#DDD23B
43008,121.505234,25.044469,2,1,#DDD23B
43017,121.522044,25.118320999999998,2,1,#DDD23B
43050,121.56183100000001,25.029298999999998,3,3,#DDD23B
43067,121.57041699999999,25.04798,2,1,#DDD23B
43068,121.59921499999999,25.070044,3,3,#DDD23B
43117,121.50849199999999,25.080934,2,1,#DDD23B
43126,121.567476,24.988462,2,1,#DDD23B
43177,121.530061,25.022795000000002,2,1,#DDD23B
43202,121.53283200000001,25.045287,3,3,#DDD23B
43206,121.507576,25.048574,2,1,#DDD23B
43240,121.55778500000001,25.04385,2,1,#DDD23B
43245,121.54911100000001,25.038613,2,1,#DDD23B
43251,121.56016799999999,25.037882,2,1,#DDD23B
43257,121.565372,25.061097,2,1,#DDD23B
43311,121.51108700000002,25.108704,2,1,#DDD23B
43323,121.503279,25.044322,3,3,#DDD23B
43325,121.519954,25.025035,1,1,#DDD23B
43344,121.55923899999999,24.983785,3,3,#DDD23B
43345,121.58353400000001,25.075019,2,1,#DDD23B
43423,121.54283400000001,24.994996,2,1,#DDD23B
43476,121.565358,25.033013,2,1,#DDD23B
43509,121.53363799999998,25.101266,2,1,#DDD23B
43534,121.61648000000001,25.057617999999998,2,1,#DDD23B
43551,121.51650500000001,25.025632,3,3,#DDD23B
43552,121.50894299999999,25.045945,2,1,#DDD23B
43583,121.52736999999999,25.034177,3,3,#DDD23B
43585,121.559293,25.032218,2,1,#DDD23B
43589,121.506993,25.037441,3,3,#DDD23B
43608,121.591292,25.060582,3,3,#DDD23B
43610,121.54926499999999,25.041453,2,1,#DDD23B
43720,121.54434499999999,25.079566,2,1,#DDD23B
43775,121.510069,25.048035000000002,2,1,#DDD23B
43776,121.51653,25.02696,1,1,#DDD23B
43800,121.58559299999999,25.064843,2,1,#DDD23B
43807,121.46863,25.123542,2,1,#DDD23B
43811,121.614497,25.053214999999998,2,1,#DDD23B
43831,121.579525,25.037825,2,1,#DDD23B
43839,121.56928799999999,25.049012,1,1,#DDD23B
43865,121.54923000000001,25.051626000000002,5,15,#E98B2A
43885,121.524235,25.096841,2,1,#DDD23B
43898,121.51741299999999,25.025438,2,1,#DDD23B
43914,121.52020300000001,25.09082,2,1,#DDD23B
43920,121.52799399999999,25.046715,3,3,#DDD23B
43927,121.533054,25.078098999999998,2,1,#DDD23B
43943,121.53337900000001,25.024129000000002,2,1,#DDD23B
43968,121.52041000000001,25.04801,2,1,#DDD23B
44017,121.514103,25.09613,2,1,#DDD23B
44051,121.50368200000001,25.130895000000002,2,1,#DDD23B
44090,121.517021,25.06215,2,1,#DDD23B
44107,121.586045,25.067972,2,1,#DDD23B
44109,121.527876,25.062549,3,3,#DDD23B
44120,121.524928,25.146296,2,1,#DDD23B
44143,121.527876,25.062549,2,1,#DDD23B
44170,121.53315400000001,25.138614,2,1,#DDD23B
44179,121.497227,25.136031,3,3,#DDD23B
44183,121.53474399999999,25.048382,2,1,#DDD23B
44241,121.580825,25.05798,2,1,#DDD23B
44365,121.56913899999999,25.058988,2,1,#DDD23B
44368,121.519825,25.089665,2,1,#DDD23B
44379,121.537217,25.060279,3,3,#DDD23B
44392,121.55381799999999,25.001123,2,1,#DDD23B
44402,121.57108600000001,25.082158,2,1,#DDD23B
44414,121.563877,25.030535999999998,2,1,#DDD23B
44419,121.55023899999999,25.085283,2,1,#DDD23B
44453,121.49691999999999,25.030995,3,3,#DDD23B
44458,121.51217199999999,25.109734,2,1,#DDD23B
44515,121.51053200000001,25.050289000000003,3,3,#DDD23B
44537,121.528605,25.133244,3,3,#DDD23B
44540,121.525251,25.109119,2,1,#DDD23B
44562,121.577858,25.043289,2,1,#DDD23B
44566,121.527005,25.0317,2,1,#DDD23B
44573,121.51828,25.025218,2,1,#DDD23B
44581,121.530298,25.062659,2,1,#DDD23B
44588,121.570857,24.998025,3,3,#DDD23B
44594,121.56076100000001,24.98173,2,1,#DDD23B
44614,121.55859,25.006625,1,1,#DDD23B
44615,121.558598,25.006623,1,1,#DDD23B
44618,121.55651200000001,25.004005,1,1,#DDD23B
44658,121.585218,25.036407,2,1,#DDD23B
44668,121.519825,25.114203,2,1,#DDD23B
44682,121.51654199999999,25.055161,1,1,#DDD23B
44696,121.498471,25.033483,2,1,#DDD23B
44714,121.53436200000002,25.013575,1,1,#DDD23B
44722,121.53003100000001,25.048515,2,1,#DDD23B
44808,121.51695600000001,25.050963,2,1,#DDD23B
44809,121.570155,25.041110999999997,2,1,#DDD23B
44818,121.49851899999999,25.126746,2,1,#DDD23B
44839,121.504713,25.027096,2,1,#DDD23B
44844,121.555899,25.086215,2,1,#DDD23B
44852,121.49233000000001,25.029301999999998,2,1,#DDD23B
44930,121.48835600000001,25.140303,2,1,#DDD23B
44942,121.57205900000001,25.050064000000003,3,3,#DDD23B
44946,121.464349,25.117537,2,1,#DDD23B
44991,121.617354,25.05434,2,1,#DDD23B
45099,121.5091,25.029323,2,1,#DDD23B
45106,121.54901799999999,25.147098,1,1,#DDD23B
45107,121.59683500000001,24.973162,2,1,#DDD23B
45196,121.537353,25.025737,8,25,#E98B2A
45218,121.578826,25.078599,2,1,#DDD23B
45230,121.567097,25.005554,2,1,#DDD23B
45232,121.54548999999999,24.999969,2,1,#DDD23B
45248,121.57836999999999,25.064135,2,1,#DDD23B
45266,121.548465,25.024711,2,1,#DDD23B
45284,121.49320800000001,25.121303,2,1,#DDD23B
45344,121.55364499999999,25.050795,2,1,#DDD23B
45354,121.548896,25.044981,2,1,#DDD23B
45369,121.520622,25.052666000000002,4,5,#DDD23B
45372,121.501185,25.035141,2,1,#DDD23B
45389,121.568969,25.023421,2,1,#DDD23B
45394,121.565954,25.048207,1,1,#DDD23B
45403,121.54928000000001,25.057775,3,3,#DDD23B
45431,121.568344,25.029958999999998,2,1,#DDD23B
45448,121.511035,25.064301999999998,2,1,#DDD23B
45483,121.51376200000001,25.063083,3,3,#DDD23B
45494,121.466501,25.1232,1,1,#DDD23B
45495,121.46606899999999,25.123236,2,1,#DDD23B
45497,121.536604,25.057781,2,1,#DDD23B
45516,121.554547,25.000617000000002,3,3,#DDD23B
45564,121.50894299999999,25.045945,2,1,#DDD23B
45567,121.51401499999999,25.042334,2,1,#DDD23B
45588,121.540406,25.048372,2,1,#DDD23B
45590,121.52878700000001,25.052619,3,3,#DDD23B
45593,121.51033899999999,25.063231,2,1,#DDD23B
45622,121.508715,25.044297,2,1,#DDD23B
45640,121.566492,25.038485,2,1,#DDD23B
45665,121.49766299999999,25.038486,3,3,#DDD23B
45667,121.557643,25.030428,2,1,#DDD23B
45740,121.52463700000001,25.096469,4,5,#DDD23B
45764,121.53477099999999,25.049348000000002,2,1,#DDD23B
45782,121.514198,25.046012,2,1,#DDD23B
45786,121.58568600000001,25.080819,2,1,#DDD23B
45796,121.502233,25.033324,2,1,#DDD23B
45801,121.59665,25.083818,2,1,#DDD23B
45832,121.54445,25.076089,3,3,#DDD23B
45855,121.501822,25.126784,2,1,#DDD23B
45883,121.473532,25.120542,2,1,#DDD23B
45885,121.55015900000001,25.044617000000002,2,1,#DDD23B
45896,121.49825600000001,25.13346,3,3,#DDD23B
45897,121.52431299999999,25.096632999999997,3,3,#DDD23B
45916,121.530298,25.062659,2,1,#DDD23B
45932,121.50726599999999,25.052432,3,3,#DDD23B
45945,121.500543,25.032256,2,1,#DDD23B
45971,121.54416,25.046174,2,1,#DDD23B
45974,121.53481200000002,25.026091,4,5,#DDD23B
45977,121.58263899999999,25.045334,2,1,#DDD23B
46022,121.515243,25.053204,2,1,#DDD23B
46031,121.51184199999999,25.090948,2,1,#DDD23B
46033,121.537167,25.023057,3,3,#DDD23B
46075,121.563579,24.988084,2,1,#DDD23B
46093,121.533804,25.097497,1,1,#DDD23B
46095,121.51713799999999,25.045026999999997,1,1,#DDD23B
46101,121.56198700000002,25.037397,2,1,#DDD23B
46117,121.50921299999999,25.045593,2,1,#DDD23B
46121,121.55488600000001,24.980221,3,3,#DDD23B
46126,121.506845,25.050613000000002,2,1,#DDD23B
46132,121.505981,25.041659,2,1,#DDD23B
46143,121.592774,25.078910999999998,2,1,#DDD23B
46176,121.565524,25.048977,2,1,#DDD23B
46227,121.511885,25.075886999999998,2,1,#DDD23B
46234,121.493527,25.12135,2,1,#DDD23B
46262,121.541881,25.03521,2,1,#DDD23B
46266,121.501729,25.038207,2,1,#DDD23B
46307,121.51243999999998,25.101467,3,3,#DDD23B
46318,121.553389,25.082148999999998,2,1,#DDD23B
46345,121.567315,25.070401,2,1,#DDD23B
46347,121.57008300000001,24.989639999999998,2,1,#DDD23B
46355,121.52911599999999,25.040825,2,1,#DDD23B
46359,121.538779,25.03839,3,3,#DDD23B
46360,121.471399,25.122761999999998,2,1,#DDD23B
46364,121.612002,25.068581,2,1,#DDD23B
46367,121.559474,25.048397,2,1,#DDD23B
46378,121.59873,25.058247,3,3,#DDD23B
46391,121.532683,25.124867000000002,2,1,#DDD23B
46401,121.582572,25.054810999999997,2,1,#DDD23B
46402,121.5009,25.038428,2,1,#DDD23B
46443,121.558521,25.079966,2,1,#DDD23B
46456,121.603532,25.051868,2,1,#DDD23B
46460,121.55413700000001,25.001134,2,1,#DDD23B
46475,121.52161299999999,25.043982,3,3,#DDD23B
46481,121.505123,25.118148,2,1,#DDD23B
46554,121.54613799999998,24.986738,2,1,#DDD23B
46579,121.49825700000001,25.135483999999998,2,1,#DDD23B
46581,121.505513,25.0395,2,1,#DDD23B
46612,121.58653000000001,25.059310999999997,2,1,#DDD23B
46613,121.565502,25.039114,2,1,#DDD23B
46677,121.508808,25.087815,1,1,#DDD23B
46687,121.50738600000001,25.040026,3,3,#DDD23B
46692,121.51828799999998,25.029763,2,1,#DDD23B
46734,121.570719,25.078288,2,1,#DDD23B
46737,121.52641499999999,25.056618,2,1,#DDD23B
46752,121.50303000000001,25.045182,3,3,#DDD23B
46759,121.53715600000001,25.102137,2,1,#DDD23B
46762,121.589873,25.071741,2,1,#DDD23B
46767,121.522939,25.082293,2,1,#DDD23B
46787,121.523374,25.099682,2,1,#DDD23B
46885,121.531824,25.028512,3,3,#DDD23B
46889,121.514705,25.062889000000002,2,1,#DDD23B
46935,121.52538,25.059658,2,1,#DDD23B
46976,121.53176100000002,25.064807000000002,3,3,#DDD23B
46985,121.50110900000001,25.035277,2,1,#DDD23B
46992,121.524323,25.079849,3,3,#DDD23B
47007,121.511104,25.110905,3,3,#DDD23B
47018,121.5,25.120983,3,3,#DDD23B
47061,121.50353100000001,25.036523000000003,2,1,#DDD23B
47085,121.520063,25.075176000000003,2,1,#DDD23B
47115,121.580401,25.050310999999997,2,1,#DDD23B
47139,121.50046,25.140169,1,1,#DDD23B
47156,121.50124,25.035262,3,3,#DDD23B
47157,121.565502,25.039114,2,1,#DDD23B
47162,121.575353,25.07835,1,1,#DDD23B
47163,121.537314,25.044776000000002,2,1,#DDD23B
47181,121.577898,25.039569,1,1,#DDD23B
47183,121.510168,25.038982999999998,2,1,#DDD23B
47191,121.57230600000001,25.049992,2,1,#DDD23B
47222,121.575635,25.056626,2,1,#DDD23B
47236,121.56886200000001,25.0801,2,1,#DDD23B
47245,121.532977,25.054773,3,3,#DDD23B
47270,121.530428,25.066743,2,1,#DDD23B
47350,121.511494,25.058304999999997,2,1,#DDD23B
47361,121.50196000000001,25.044564,2,1,#DDD23B
47362,121.56542900000001,25.016659,2,1,#DDD23B
47371,121.55237199999999,24.987795000000002,2,1,#DDD23B
47384,121.518473,25.068537,2,1,#DDD23B
47386,121.56921499999999,25.063706,2,1,#DDD23B
47411,121.500202,25.134341,2,1,#DDD23B
47412,121.574828,25.058454,2,1,#DDD23B
47423,121.549972,25.077303,2,1,#DDD23B
47427,121.50134299999999,25.0407,3,3,#DDD23B
47439,121.54363799999999,25.060185999999998,2,1,#DDD23B
47458,121.50545600000001,25.063734,2,1,#DDD23B
47470,121.56353600000001,25.056878,1,1,#DDD23B
47486,121.511081,25.03666,3,3,#DDD23B
47487,121.511619,25.119112,1,1,#DDD23B
47508,121.518157,25.060213,2,1,#DDD23B
47513,121.55412199999999,24.999856,2,1,#DDD23B
47552,121.50273999999999,25.033215,4,5,#DDD23B
47558,121.53303000000001,25.045532,3,3,#DDD23B
47564,121.54343899999999,25.041774,2,1,#DDD23B
47584,121.516695,25.021838,2,1,#DDD23B
47593,121.507869,25.036662,3,3,#DDD23B
47607,121.509615,25.045984,2,1,#DDD23B
47612,121.50063200000001,25.025052,2,1,#DDD23B
47616,121.50131499999999,25.131736,3,3,#DDD23B
