,lon,lat,value,radius,color
157520,121.515859,25.027245999999998,3,3,#DDD23B
157521,121.535453,24.998424,1,1,#DDD23B
157552,121.54048700000001,25.110963,2,1,#DDD23B
157554,121.53187199999999,25.037041000000002,1,1,#DDD23B
157559,121.53451399999999,25.109279,2,1,#DDD23B
157560,121.581852,25.04351,2,1,#DDD23B
157568,121.565895,25.063173000000003,2,1,#DDD23B
157589,121.552378,25.033075,2,1,#DDD23B
157594,121.508657,25.11252,2,1,#DDD23B
157604,121.507222,25.11441,2,1,#DDD23B
157626,121.502676,25.121454,2,1,#DDD23B
157627,121.527172,25.059995999999998,2,1,#DDD23B
157639,121.539272,24.999444,2,1,#DDD23B
157654,121.54266399999999,25.015676000000003,2,1,#DDD23B
157687,121.509409,25.041881,2,1,#DDD23B
157718,121.57698899999998,25.046488,2,1,#DDD23B
157723,121.510855,25.119671,2,1,#DDD23B
157734,121.58856999999999,25.053074,2,1,#DDD23B
157751,121.525198,25.113681,2,1,#DDD23B
157760,121.52561399999999,25.062613,2,1,#DDD23B
157761,121.50868200000001,25.047426,3,3,#DDD23B
157770,121.576746,25.050835,2,1,#DDD23B
157772,121.50249699999999,25.138314,2,1,#DDD23B
157773,121.568238,25.032985,3,3,#DDD23B
157805,121.57190200000001,25.002341,3,3,#DDD23B
157809,121.503431,25.117854,3,3,#DDD23B
157840,121.60533799999999,25.057884,3,3,#DDD23B
157848,121.46886599999999,25.12346,2,1,#DDD23B
157857,121.55896299999999,24.992986,2,1,#DDD23B
157863,121.55816200000001,25.028635,2,1,#DDD23B
157884,121.54051899999999,25.046725,2,1,#DDD23B
157887,121.527551,25.109651,2,1,#DDD23B
157895,121.521107,25.044211999999998,2,1,#DDD23B
157914,121.538374,25.007958,2,1,#DDD23B
157954,121.512372,25.046008,2,1,#DDD23B
157967,121.48671100000001,25.061453,2,1,#DDD23B
158032,121.53661000000001,25.064778,3,3,#DDD23B
158049,121.4978,25.020079,2,1,#DDD23B
158069,121.537038,25.052106,2,1,#DDD23B
158127,121.574603,24.998202,2,1,#DDD23B
158155,121.51495600000001,25.118898,2,1,#DDD23B
158158,121.572601,25.049953,2,1,#DDD23B
158184,121.50353899999999,25.117732,1,1,#DDD23B
158199,121.512033,25.049995000000003,2,1,#DDD23B
158209,121.47138400000001,25.122715,5,15,#E98B2A
158235,121.50368200000001,25.130895000000002,2,1,#DDD23B
158241,121.502025,25.120345,2,1,#DDD23B
158272,121.507097,25.053726,2,1,#DDD23B
158273,121.552296,24.987786,2,1,#DDD23B
158280,121.565424,25.034005,2,1,#DDD23B
158294,121.56150900000002,25.015148,2,1,#DDD23B
158343,121.499173,25.029519,2,1,#DDD23B
158375,121.54416,25.063695000000003,3,3,#DDD23B
158407,121.550423,25.022579,3,3,#DDD23B
158408,121.512716,25.111283,3,3,#DDD23B
158423,121.510302,25.050399,1,1,#DDD23B
158454,121.524387,25.079864,2,1,#DDD23B
158458,121.49608,25.136549,2,1,#DDD23B
158459,121.502354,25.042278,2,1,#DDD23B
158548,121.483094,25.114416000000002,2,1,#DDD23B
158578,121.556625,25.027962,1,1,#DDD23B
158595,121.523825,25.047905,2,1,#DDD23B
158621,121.53165,25.018891,4,5,#DDD23B
158636,121.525927,25.102352,2,1,#DDD23B
158691,121.519469,25.103673,2,1,#DDD23B
158749,121.58493,25.040892000000003,2,1,#DDD23B
158754,121.501005,25.139742000000002,2,1,#DDD23B
158771,121.607119,25.081917999999998,2,1,#DDD23B
158788,121.500433,25.125832,1,1,#DDD23B
158789,121.55379599999999,24.988042,2,1,#DDD23B
158803,121.472925,25.131006,3,3,#DDD23B
158853,121.557675,25.037059,2,1,#DDD23B
158856,121.515703,25.052241,2,1,#DDD23B
158895,121.59597099999999,25.083721,2,1,#DDD23B
158899,121.59877,25.051929,2,1,#DDD23B
158912,121.49628600000001,25.098342000000002,2,1,#DDD23B
158925,121.578434,25.036417999999998,2,1,#DDD23B
158931,121.57711,25.076968,2,1,#DDD23B
158982,121.552879,25.024589000000002,3,3,#DDD23B
159014,121.51221899999999,25.101595,2,1,#DDD23B
159045,121.530498,25.041975,4,5,#DDD23B
159065,121.557402,25.032115,2,1,#DDD23B
159100,121.47143100000001,25.122936,3,3,#DDD23B
159116,121.553898,24.979962,2,1,#DDD23B
159153,121.50968600000002,25.11274,3,3,#DDD23B
159160,121.517531,25.105276,3,3,#DDD23B
159170,121.519728,25.091106,2,1,#DDD23B
159178,121.49129199999999,25.138513,3,3,#DDD23B
159208,121.496022,25.038860999999997,2,1,#DDD23B
159212,121.530298,25.062659,2,1,#DDD23B
159216,121.620228,25.076833999999998,2,1,#DDD23B
159238,121.578296,25.048939,3,3,#DDD23B
159239,121.57056299999999,25.049792,2,1,#DDD23B
159244,121.577643,25.050117999999998,2,1,#DDD23B
159245,121.58508799999998,25.077102,2,1,#DDD23B
159285,121.56151899999999,25.041151,2,1,#DDD23B
159287,121.59341699999999,25.054392,1,1,#DDD23B
159288,121.521018,25.061801000000003,2,1,#DDD23B
159311,121.51341699999999,25.049293,3,3,#DDD23B
159353,121.54103899999998,25.068057,2,1,#DDD23B
159358,121.50639299999999,25.11474,2,1,#DDD23B
159378,121.48591499999999,25.137819,1,1,#DDD23B
159384,121.538174,25.046285,2,1,#DDD23B
159394,121.581245,25.074622,2,1,#DDD23B
159395,121.514132,25.053523000000002,2,1,#DDD23B
159396,121.52573600000001,25.019214,2,1,#DDD23B
159403,121.533441,25.02455,2,1,#DDD23B
159425,121.49651000000001,25.018335999999998,2,1,#DDD23B
159435,121.52498899999999,25.088820000000002,2,1,#DDD23B
159451,121.517669,25.091898,2,1,#DDD23B
159505,121.52415400000001,25.04766,3,3,#DDD23B
159518,121.61598799999999,25.051963,2,1,#DDD23B
159529,121.54711499999999,25.03856,2,1,#DDD23B
159538,121.52353000000001,25.064909,3,3,#DDD23B
159555,121.601455,25.074625,1,1,#DDD23B
159580,121.52751599999999,25.052229,2,1,#DDD23B
159602,121.584019,25.002889,2,1,#DDD23B
159605,121.562046,25.02901,2,1,#DDD23B
159608,121.51893799999999,25.021201,2,1,#DDD23B
159622,121.520003,25.075214000000003,2,1,#DDD23B
159650,121.54587,25.097622,3,3,#DDD23B
159658,121.578374,25.083892000000002,2,1,#DDD23B
159659,121.507805,25.031289,2,1,#DDD23B
159660,121.569071,25.025676999999998,2,1,#DDD23B
159669,121.56839599999999,25.032784,2,1,#DDD23B
159679,121.59013600000002,25.077153,3,3,#DDD23B
159684,121.560579,25.086761,2,1,#DDD23B
159733,121.508927,25.08768,2,1,#DDD23B
159755,121.50879499999999,25.053852,1,1,#DDD23B
159762,121.516819,25.068587,3,3,#DDD23B
159784,121.536327,25.048783,2,1,#DDD23B
159793,121.52184,25.079357,2,1,#DDD23B
159800,121.55450800000001,25.049814,2,1,#DDD23B
159806,121.513962,25.080796,1,1,#DDD23B
159830,121.519259,25.044519,2,1,#DDD23B
159833,121.489776,25.113051000000002,2,1,#DDD23B
159869,121.51208100000001,25.103131,1,1,#DDD23B
159882,121.541969,25.024915,2,1,#DDD23B
159883,121.54467199999999,25.05021,2,1,#DDD23B
159901,121.57063500000001,24.986199,2,1,#DDD23B
159912,121.59806499999999,25.080931,3,3,#DDD23B
159918,121.578962,25.056032000000002,2,1,#DDD23B
159922,121.51328500000001,25.049304,1,1,#DDD23B
159934,121.54118899999999,24.990758,2,1,#DDD23B
159951,121.50083300000001,25.043994,2,1,#DDD23B
159982,121.51687,25.111957,2,1,#DDD23B
159987,121.518302,25.068548999999997,2,1,#DDD23B
160048,121.581351,25.002239000000003,3,3,#DDD23B
160061,121.56671200000001,25.027642,2,1,#DDD23B
160064,121.52412700000001,25.047672,2,1,#DDD23B
160080,121.560023,24.981726000000002,2,1,#DDD23B
160107,121.50928300000001,25.05197,2,1,#DDD23B
160133,121.557965,25.041293,2,1,#DDD23B
160139,121.56341499999999,25.083379,1,1,#DDD23B
160152,121.565542,25.08645,1,1,#DDD23B
160179,121.54971599999999,25.037601000000002,1,1,#DDD23B
160181,121.58273799999999,25.069263,2,1,#DDD23B
160192,121.5243,25.047937,2,1,#DDD23B
160199,121.54409,25.096894,2,1,#DDD23B
160200,121.54150800000001,24.992909,2,1,#DDD23B
160253,121.566674,25.041237,3,3,#DDD23B
160265,121.53831399999999,25.006926,2,1,#DDD23B
160268,121.52283999999999,25.049554999999998,2,1,#DDD23B
160309,121.56358700000001,25.027948000000002,2,1,#DDD23B
160380,121.51695,25.023077999999998,2,1,#DDD23B
160390,121.534975,25.062548,2,1,#DDD23B
160396,121.519044,25.057922,2,1,#DDD23B
160424,121.56544299999999,25.034264999999998,2,1,#DDD23B
160431,121.531601,25.061267,2,1,#DDD23B
160448,121.56331200000001,25.059171,2,1,#DDD23B
160467,121.513545,25.066449,2,1,#DDD23B
160519,121.524501,25.024499,2,1,#DDD23B
160533,121.50345300000001,25.135831,1,1,#DDD23B
160537,121.54418700000001,25.063357999999997,3,3,#DDD23B
160540,121.5193,25.038159,1,1,#DDD23B
160556,121.550471,25.016176,2,1,#DDD23B
160563,121.57803999999999,25.038481,3,3,#DDD23B
160634,121.566951,25.084915,2,1,#DDD23B
160660,121.57999,25.078282,2,1,#DDD23B
160683,121.517379,25.090546,2,1,#DDD23B
160689,121.57463100000001,25.033554000000002,2,1,#DDD23B
160738,121.551802,24.993980999999998,1,1,#DDD23B
160774,121.515042,25.118755,2,1,#DDD23B
160788,121.514022,25.042282999999998,2,1,#DDD23B
160792,121.52153200000001,25.101585,2,1,#DDD23B
160802,121.54341200000002,25.060118,2,1,#DDD23B
160807,121.511422,25.041191,2,1,#DDD23B
160817,121.50556100000001,25.042842999999998,2,1,#DDD23B
160835,121.54307299999999,25.041759,2,1,#DDD23B
160836,121.532564,25.035465,2,1,#DDD23B
160848,121.5684,25.026763,2,1,#DDD23B
160858,121.508297,25.041468,2,1,#DDD23B
160912,121.53769,25.044047,2,1,#DDD23B
160928,121.50232,25.033191,2,1,#DDD23B
160943,121.616634,25.059376999999998,2,1,#DDD23B
160951,121.512033,25.049995000000003,2,1,#DDD23B
161006,121.527868,25.093677,3,3,#DDD23B
161010,121.61663999999999,25.055004999999998,2,1,#DDD23B
161048,121.542169,25.044537,2,1,#DDD23B
161059,121.544349,25.064258,2,1,#DDD23B
161060,121.58513500000001,25.067895999999998,2,1,#DDD23B
161080,121.546002,25.028772,3,3,#DDD23B
161086,121.562974,25.030048,2,1,#DDD23B
161090,121.471441,25.12294,2,1,#DDD23B
161094,121.55756299999999,24.976231,2,1,#DDD23B
161116,121.51683500000001,25.06004,2,1,#DDD23B
161146,121.532807,25.05549,2,1,#DDD23B
161148,121.51219499999999,25.062814000000003,2,1,#DDD23B
161171,121.57525,25.065647,2,1,#DDD23B
161184,121.527933,25.095731,2,1,#DDD23B
161192,121.54954599999999,25.01642,3,3,#DDD23B
161193,121.49641100000001,25.015973000000002,1,1,#DDD23B
161267,121.53480400000001,25.052018,1,1,#DDD23B
161292,121.51405600000001,25.10989,3,3,#DDD23B
161301,121.542162,25.049165,2,1,#DDD23B
161322,121.582136,25.043132999999997,2,1,#DDD23B
161334,121.569171,24.986782,2,1,#DDD23B
161337,121.58923700000001,25.068526000000002,2,1,#DDD23B
161347,121.563227,25.061388,2,1,#DDD23B
161357,121.560115,24.984378,2,1,#DDD23B
161362,121.56833799999998,25.031802,2,1,#DDD23B
161368,121.59143300000001,25.081128,6,18,#E98B2A
161369,121.57731799999999,25.066785999999997,2,1,#DDD23B
161400,121.57140600000001,25.042301000000002,2,1,#DDD23B
161406,121.54604599999999,24.986722,1,1,#DDD23B
161426,121.485974,25.143127,1,1,#DDD23B
161476,121.53196399999999,25.026228,2,1,#DDD23B
161480,121.585627,25.057554999999997,2,1,#DDD23B
161560,121.615801,25.059842,3,3,#DDD23B
161609,121.570194,25.049145000000003,2,1,#DDD23B
161663,121.54588899999999,25.029267,2,1,#DDD23B
161681,121.50052,25.033023,2,1,#DDD23B
161682,121.525552,25.060306,2,1,#DDD23B
161706,121.53280500000001,25.016043,1,1,#DDD23B
161717,121.547903,24.997773000000002,2,1,#DDD23B
161718,121.52494899999999,25.047597,3,3,#DDD23B
161744,121.54401399999999,25.061682,2,1,#DDD23B
161748,121.581452,25.051637,2,1,#DDD23B
161759,121.52973200000001,25.043229999999998,2,1,#DDD23B
161766,121.57051000000001,25.050214,2,1,#DDD23B
161777,121.507888,25.088145,2,1,#DDD23B
161778,121.567097,25.079062,2,1,#DDD23B
161817,121.510453,25.050031,3,3,#DDD23B
161823,121.560221,25.047223000000002,3,3,#DDD23B
161829,121.52263899999998,25.04522,1,1,#DDD23B
161835,121.50418799999998,25.039715,2,1,#DDD23B
161839,121.579003,25.080445,2,1,#DDD23B
161863,121.564958,25.086486999999998,2,1,#DDD23B
161885,121.546007,25.046373000000003,2,1,#DDD23B
161965,121.48818500000002,25.035615,4,5,#DDD23B
161969,121.51086200000002,25.068596,2,1,#DDD23B
161985,121.568771,25.002470000000002,3,3,#DDD23B
162009,121.569223,25.0378,1,1,#DDD23B
162014,121.5261,25.113603,3,3,#DDD23B
162021,121.50135800000001,25.090386,2,1,#DDD23B
162070,121.584622,25.045454,2,1,#DDD23B
162106,121.52563500000001,25.062827,3,3,#DDD23B
162124,121.566074,24.980033,2,1,#DDD23B
162140,121.576916,25.000378,3,3,#DDD23B
162168,121.55754499999999,25.03171,2,1,#DDD23B
162193,121.56131299999998,25.045098,2,1,#DDD23B
162195,121.46902299999999,25.124744,3,3,#DDD23B
162262,121.52564699999999,25.113766000000002,3,3,#DDD23B
162275,121.540208,25.051724,3,3,#DDD23B
162303,121.52276499999999,25.06029,2,1,#DDD23B
162316,121.55626000000001,25.077196,2,1,#DDD23B
162321,121.55391999999999,25.041311,3,3,#DDD23B
162360,121.522829,25.054993,3,3,#DDD23B
162404,121.55568500000001,25.026971,2,1,#DDD23B
162409,121.555378,25.049211,2,1,#DDD23B
162412,121.543802,25.037646,3,3,#DDD23B
162456,121.58744399999999,25.081735000000002,2,1,#DDD23B
162460,121.50272700000001,25.089958,2,1,#DDD23B
162494,121.611245,25.055245000000003,2,1,#DDD23B
162500,121.5013,25.127319,2,1,#DDD23B
162504,121.59418400000001,25.047677,2,1,#DDD23B
162524,121.579089,25.059898,2,1,#DDD23B
162525,121.60503999999999,25.054053,2,1,#DDD23B
162551,121.557597,25.029906,1,1,#DDD23B
162568,121.560771,25.086035,2,1,#DDD23B
162581,121.552894,25.054215,2,1,#DDD23B
162588,121.548748,25.024491,2,1,#DDD23B
162622,121.50891399999999,25.054222,2,1,#DDD23B
162629,121.556974,24.988546,2,1,#DDD23B
162643,121.556551,24.979906,2,1,#DDD23B
162647,121.5066,25.036017,2,1,#DDD23B
162655,121.509072,25.044204999999998,2,1,#DDD23B
162669,121.599433,25.056755,2,1,#DDD23B
162678,121.50908799999999,25.044201,1,1,#DDD23B
162698,121.50379199999999,25.038001,2,1,#DDD23B
162721,121.51758999999998,25.039386,2,1,#DDD23B
162733,121.50052,25.033023,2,1,#DDD23B
162739,121.53168000000001,25.060342000000002,2,1,#DDD23B
162741,121.543319,24.992716,2,1,#DDD23B
162755,121.51319699999999,25.097753,2,1,#DDD23B
162770,121.515073,25.066005999999998,2,1,#DDD23B
162776,121.516769,25.035435,2,1,#DDD23B
162789,121.581452,25.002138000000002,2,1,#DDD23B
162828,121.54436100000001,25.079751,3,3,#DDD23B
162834,121.541175,24.991124,2,1,#DDD23B
162883,121.57643999999999,25.078870000000002,4,5,#DDD23B
162885,121.51946799999999,25.103676999999998,2,1,#DDD23B
162897,121.59524499999999,25.084093,2,1,#DDD23B
162907,121.54404099999999,25.062168,2,1,#DDD23B
162908,121.50773799999999,25.048998,3,3,#DDD23B
162926,121.46297,25.118933,1,1,#DDD23B
162930,121.56313899999999,25.076154000000002,2,1,#DDD23B
162942,121.57933799999999,25.075308,3,3,#DDD23B
162962,121.57683,25.046876,2,1,#DDD23B
162976,121.53293899999998,25.035511,2,1,#DDD23B
162983,121.563678,25.029181,3,3,#DDD23B
162995,121.583382,25.045073000000002,2,1,#DDD23B
162996,121.50863899999999,25.08758,2,1,#DDD23B
162998,121.551748,24.993737,2,1,#DDD23B
163001,121.553325,25.033051,2,1,#DDD23B
163007,121.532852,25.042256,3,3,#DDD23B
163032,121.551802,24.993980999999998,2,1,#DDD23B
163102,121.54448799999999,25.047698,2,1,#DDD23B
163111,121.50303899999999,25.046053,3,3,#DDD23B
163116,121.535198,25.051915,3,3,#DDD23B
163125,121.55493999999999,25.000747,2,1,#DDD23B
163140,121.51588799999999,25.027363,2,1,#DDD23B
163178,121.518327,25.071704999999998,2,1,#DDD23B
163182,121.50989299999999,25.086704,2,1,#DDD23B
163185,121.517949,25.038385,2,1,#DDD23B
163186,121.516847,25.016087,2,1,#DDD23B
163190,121.546504,25.098024,3,3,#DDD23B
163191,121.50956000000001,25.052142,2,1,#DDD23B
163246,121.499081,25.128303,2,1,#DDD23B
163253,121.51088600000001,25.110697000000002,2,1,#DDD23B
163261,121.502925,25.135389,2,1,#DDD23B
163305,121.50568600000001,25.045898,2,1,#DDD23B
163318,121.49628200000001,25.121174,2,1,#DDD23B
163325,121.50853700000002,25.050331,2,1,#DDD23B
163345,121.50123300000001,25.019013,2,1,#DDD23B
163346,121.514347,25.089698000000002,3,3,#DDD23B
163368,121.54498600000001,25.063371,3,3,#DDD23B
163377,121.54,24.998789000000002,3,3,#DDD23B
163389,121.530084,25.052145,2,1,#DDD23B
163421,121.520785,25.024535,1,1,#DDD23B
163426,121.61873500000002,25.034842,1,1,#DDD23B
163480,121.553198,25.024811,1,1,#DDD23B
163513,121.522392,25.024842,2,1,#DDD23B
163519,121.51907299999999,25.109063,3,3,#DDD23B
163524,121.48671100000001,25.061453,1,1,#DDD23B
163554,121.518431,25.065865,2,1,#DDD23B
163556,121.588328,25.086615,3,3,#DDD23B
163557,121.509009,25.056888,2,1,#DDD23B
163562,121.55293700000001,25.038451000000002,3,3,#DDD23B
163566,121.554162,25.027897,2,1,#DDD23B
163592,121.509157,25.113506,2,1,#DDD23B
163620,121.517471,25.033614,2,1,#DDD23B
163631,121.537434,25.105802,1,1,#DDD23B
163632,121.588549,25.068226,3,3,#DDD23B
163638,121.496974,25.038395,2,1,#DDD23B
163640,121.56714699999999,25.056476999999997,2,1,#DDD23B
163654,121.557749,25.041621,1,1,#DDD23B
163693,121.57486899999999,25.070897,2,1,#DDD23B
163701,121.51175900000001,25.053888,2,1,#DDD23B
163703,121.49596799999999,25.021797,2,1,#DDD23B
163738,121.50968999999999,25.086698000000002,2,1,#DDD23B
163739,121.522203,25.064142,2,1,#DDD23B
163755,121.500634,25.043212,2,1,#DDD23B
163789,121.55990200000001,24.995979000000002,2,1,#DDD23B
163797,121.579476,25.050334,3,3,#DDD23B
163811,121.47166899999999,25.125348000000002,2,1,#DDD23B
163833,121.58976799999999,25.058619,2,1,#DDD23B
163848,121.54573899999998,25.072428,2,1,#DDD23B
163859,121.550253,25.041738,2,1,#DDD23B
163898,121.518631,25.034026,2,1,#DDD23B
163916,121.50821699999999,25.051247,2,1,#DDD23B
163928,121.573729,24.988765,2,1,#DDD23B
163933,121.573651,24.991705,2,1,#DDD23B
163973,121.52673300000001,25.056816,2,1,#DDD23B
164039,121.506704,25.050655,2,1,#DDD23B
164048,121.550731,25.048194,2,1,#DDD23B
164049,121.565076,25.027472,2,1,#DDD23B
164103,121.564848,25.041539,2,1,#DDD23B
164107,121.537947,25.025857000000002,2,1,#DDD23B
164132,121.534971,25.062545999999998,2,1,#DDD23B
164156,121.58205,25.076745000000003,2,1,#DDD23B
164173,121.54785600000001,24.98704,2,1,#DDD23B
164233,121.58921200000002,25.086347,2,1,#DDD23B
164263,121.52378700000001,25.098408,3,3,#DDD23B
164266,121.552742,25.036466,2,1,#DDD23B
164269,121.53073300000001,25.052688,2,1,#DDD23B
164283,121.502229,25.045801,4,5,#DDD23B
164294,121.571404,25.0802,2,1,#DDD23B
164311,121.523928,25.116621,2,1,#DDD23B
164327,121.55381299999999,25.001044,2,1,#DDD23B
164396,121.523096,25.0523,2,1,#DDD23B
164398,121.57014299999999,25.053712,3,3,#DDD23B
164411,121.526292,25.059453,3,3,#DDD23B
164422,121.48651100000001,25.122078,2,1,#DDD23B
164499,121.534783,25.014260999999998,3,3,#DDD23B
164505,121.60408500000001,25.073515,2,1,#DDD23B
164546,121.522609,25.066295,2,1,#DDD23B
164607,121.512336,25.102393,2,1,#DDD23B
164622,121.514664,25.027676,2,1,#DDD23B
164633,121.538252,24.994139999999998,1,1,#DDD23B
164644,121.551731,25.044652,2,1,#DDD23B
164651,121.607124,25.053387,2,1,#DDD23B
164654,121.50983400000001,25.04504,3,3,#DDD23B
164655,121.521351,25.111604999999997,3,3,#DDD23B
164705,121.527801,25.115188,2,1,#DDD23B
164709,121.50432099999999,25.047534,2,1,#DDD23B
164743,121.501522,25.023513,2,1,#DDD23B
164746,121.543645,25.045923000000002,2,1,#DDD23B
164756,121.50283799999998,25.043870000000002,2,1,#DDD23B
164784,121.49627,25.018835,1,1,#DDD23B
164812,121.509225,25.086864000000002,2,1,#DDD23B
164822,121.59491899999999,25.062641,2,1,#DDD23B
164851,121.591117,24.997653,2,1,#DDD23B
164867,121.558609,25.00739,2,1,#DDD23B
164879,121.52563500000001,25.062827,1,1,#DDD23B
164895,121.531728,25.061967000000003,2,1,#DDD23B
164921,121.58503700000001,25.040767000000002,3,3,#DDD23B
164935,121.514225,25.065917000000002,2,1,#DDD23B
164936,121.53368999999999,25.014024,2,1,#DDD23B
164949,121.52368600000001,25.027228,2,1,#DDD23B
164950,121.541324,24.991772,3,3,#DDD23B
164953,121.49233400000001,25.02835,2,1,#DDD23B
164956,121.568575,25.001009,2,1,#DDD23B
164982,121.56031200000001,25.025756,2,1,#DDD23B
165041,121.57836299999998,25.041166,3,3,#DDD23B
165069,121.547154,25.048164,2,1,#DDD23B
165117,121.52743600000001,25.031577,2,1,#DDD23B
165144,121.61098899999999,25.064925,2,1,#DDD23B
165158,121.557281,25.005385,4,5,#DDD23B
165161,121.516581,25.112721,2,1,#DDD23B
165213,121.52801000000001,25.029954999999998,2,1,#DDD23B
165219,121.516668,25.106188,3,3,#DDD23B
165233,121.543219,25.097276,2,1,#DDD23B
165234,121.50296000000002,25.133073,1,1,#DDD23B
165250,121.518638,25.06964,2,1,#DDD23B
165289,121.500588,25.038423,2,1,#DDD23B
165291,121.54798400000001,25.0183,3,3,#DDD23B
165294,121.616574,25.054364,2,1,#DDD23B
165297,121.511747,25.108057000000002,3,3,#DDD23B
165298,121.522709,25.119737,2,1,#DDD23B
165313,121.574045,25.040353,2,1,#DDD23B
165341,121.55758999999999,25.0197,2,1,#DDD23B
165362,121.52491299999998,25.043726,2,1,#DDD23B
165380,121.500749,25.126202,2,1,#DDD23B
165394,121.54966399999999,25.030938,2,1,#DDD23B
165429,121.522869,25.068468,3,3,#DDD23B
165439,121.54539199999999,25.051906,2,1,#DDD23B
165444,121.508923,25.029597,1,1,#DDD23B
165450,121.50005300000001,25.12096,2,1,#DDD23B
165466,121.538349,25.057547,2,1,#DDD23B
165467,121.55432900000001,25.058157,2,1,#DDD23B
165468,121.557492,25.026078,2,1,#DDD23B
165490,121.55116399999999,25.079998,2,1,#DDD23B
165510,121.52266399999999,25.101974,2,1,#DDD23B
165544,121.50956599999999,25.085542,3,3,#DDD23B
165573,121.56148799999998,25.041164000000002,2,1,#DDD23B
165616,121.583064,25.040308,2,1,#DDD23B
165659,121.52596000000001,25.047324,3,3,#DDD23B
165663,121.514563,25.061671,2,1,#DDD23B
165708,121.52080500000001,25.047923,2,1,#DDD23B
165736,121.52154099999998,25.089358999999998,2,1,#DDD23B
165748,121.54598,25.035571,2,1,#DDD23B
165786,121.550851,25.040260999999997,4,5,#DDD23B
165825,121.510807,25.113366,2,1,#DDD23B
165859,121.503813,25.120059,2,1,#DDD23B
165911,121.48849799999999,25.032464,3,3,#DDD23B
165925,121.54353799999998,25.135491000000002,2,1,#DDD23B
165927,121.53973500000001,25.041746,3,3,#DDD23B
165947,121.52678600000002,25.087213000000002,2,1,#DDD23B
165960,121.516876,25.034785999999997,2,1,#DDD23B
165963,121.60893200000001,25.063112,2,1,#DDD23B
166025,121.553266,25.030893,2,1,#DDD23B
166053,121.504299,25.129816,1,1,#DDD23B
166054,121.58278600000001,25.042410999999998,4,5,#DDD23B
166055,121.623916,25.085353,2,1,#DDD23B
166072,121.50515800000001,25.092229,2,1,#DDD23B
166093,121.50274399999999,25.135168,2,1,#DDD23B
166106,121.520903,25.103919,3,3,#DDD23B
166110,121.54469399999999,25.050212,2,1,#DDD23B
166153,121.463073,25.123313,3,3,#DDD23B
166164,121.555761,25.027507,4,5,#DDD23B
166188,121.616377,25.067195,2,1,#DDD23B
166197,121.53290600000001,25.035775,2,1,#DDD23B
166248,121.547125,25.038944,3,3,#DDD23B
166257,121.61232700000001,25.068694,2,1,#DDD23B
166259,121.5721,25.050829,2,1,#DDD23B
166260,121.52949199999999,25.031322,2,1,#DDD23B
166278,121.54415800000001,24.992467,2,1,#DDD23B
166292,121.522574,25.092260999999997,2,1,#DDD23B
166319,121.525379,25.052029,3,3,#DDD23B
166327,121.543945,25.045034,2,1,#DDD23B
166349,121.501993,25.141597,3,3,#DDD23B
166363,121.587907,25.08406,2,1,#DDD23B
166391,121.534421,25.024596,2,1,#DDD23B
166507,121.581704,25.075625,3,3,#DDD23B
166518,121.592937,25.052579,3,3,#DDD23B
166529,121.58915800000001,25.08186,2,1,#DDD23B
166535,121.569622,25.055155,3,3,#DDD23B
166544,121.545565,24.998932999999997,2,1,#DDD23B
166551,121.49041100000001,25.035454,2,1,#DDD23B
166573,121.540947,24.992991,3,3,#DDD23B
166599,121.559572,25.049735000000002,2,1,#DDD23B
166600,121.540791,25.062443,2,1,#DDD23B
166619,121.57975400000001,25.07552,3,3,#DDD23B
166624,121.578456,25.036272,2,1,#DDD23B
166643,121.497707,25.144284,2,1,#DDD23B
166662,121.548484,25.020523999999998,2,1,#DDD23B
166746,121.564998,25.035877,2,1,#DDD23B
166753,121.543912,25.04175,2,1,#DDD23B
166762,121.59006000000001,25.077385,5,15,#E98B2A
166769,121.544426,24.993957,2,1,#DDD23B
166790,121.519866,25.043120000000002,2,1,#DDD23B
166801,121.501745,25.040517,3,3,#DDD23B
166803,121.502427,25.11901,3,3,#DDD23B
166812,121.581429,25.067542,2,1,#DDD23B
166827,121.513205,25.053872,2,1,#DDD23B
166887,121.49673700000001,25.031078,3,3,#DDD23B
166917,121.523176,25.0442,2,1,#DDD23B
167005,121.46886599999999,25.12346,2,1,#DDD23B
167033,121.572103,25.050838,3,3,#DDD23B
167044,121.56083999999998,25.086199,2,1,#DDD23B
167058,121.537249,25.061861999999998,3,3,#DDD23B
167063,121.50849299999999,25.030957,2,1,#DDD23B
167095,121.540098,25.167516,2,1,#DDD23B
167096,121.584474,25.047914000000002,2,1,#DDD23B
167116,121.58190900000001,25.076588,3,3,#DDD23B
167127,121.56139399999999,25.033006,2,1,#DDD23B
167139,121.524773,25.036879000000003,4,5,#DDD23B
167157,121.58376100000001,25.038064000000002,1,1,#DDD23B
167161,121.57791999999999,25.065644,2,1,#DDD23B
167164,121.502673,25.119801000000002,2,1,#DDD23B
167172,121.55031100000001,25.080005,2,1,#DDD23B
167183,121.579355,25.067123000000002,4,5,#DDD23B
167187,121.50308500000001,25.128489000000002,3,3,#DDD23B
167239,121.614676,25.069164999999998,3,3,#DDD23B
167243,121.557402,25.032115,1,1,#DDD23B
167245,121.51318500000001,25.114242,2,1,#DDD23B
167268,121.516438,25.021388,4,5,#DDD23B
167277,121.516456,25.027067000000002,3,3,#DDD23B
167288,121.545606,24.986691,2,1,#DDD23B
